O*NET-SOC Code,Title,AI_Benefit_Classification,cognitive_skills,operations_skills,social_skills,technical_composition,technical_skills,management_skills
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Moderate AI Benefit,2.858571428571428,1.3125,2.8966666666666665,0.1363800108071327,1.6225,2.2066666666666666
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",High AI Benefit,3.448571428571428,1.22,3.126666666666667,0.1363611491108071,1.78,2.4783333333333335
29-1122.00,Occupational Therapists,Moderate AI Benefit,3.75,1.935,3.645,0.136208484585794,2.095,2.893333333333333
29-2057.00,Ophthalmic Medical Technicians,Low AI Benefit,2.642857142857143,2.1225,2.6650000000000005,0.1361476692815663,1.75,1.893333333333333
43-3041.00,Gambling Cage Workers,Moderate AI Benefit,2.43,1.875,2.92,0.1359263906315349,1.625,2.105
39-2021.00,Animal Caretakers,Low AI Benefit,2.41,1.845,2.4583333333333335,0.1358981652680984,1.5925,2.04
21-1015.00,Rehabilitation Counselors,High AI Benefit,3.3028571428571425,1.2475,3.4766666666666666,0.1356710033862056,1.8125,2.52
29-1123.00,Physical Therapists,Moderate AI Benefit,3.4285714285714284,2.0625,3.438333333333333,0.1356431762953672,2.06,2.7899999999999996
43-4151.00,Order Clerks,Moderate AI Benefit,2.731428571428572,1.7475,2.9599999999999995,0.1356409407088439,1.6575,2.1233333333333335
33-9021.00,Private Detectives and Investigators,Moderate AI Benefit,3.164285714285714,1.7825,2.918333333333333,0.1356092074951477,1.78,2.418333333333333
11-3051.02,Geothermal Production Managers,Moderate AI Benefit,3.4285714285714284,3.0325,3.23,0.135506853032976,2.3775,3.351666666666667
11-3051.01,Quality Control Systems Managers,Moderate AI Benefit,3.552857142857143,3.22,3.25,0.1354605534902932,2.3425,3.27
25-1122.00,"Communications Teachers, Postsecondary",High AI Benefit,3.552857142857143,1.2825,3.2283333333333335,0.1353901137886631,1.84,2.686666666666667
27-1025.00,Interior Designers,High AI Benefit,3.3000000000000003,1.9075,3.4783333333333335,0.1353719292217831,1.97,2.8966666666666665
43-9081.00,Proofreaders and Copy Markers,Moderate AI Benefit,2.377142857142857,1.345,1.9383333333333332,0.1352910137315777,1.3125,1.7283333333333335
11-9151.00,Social and Community Service Managers,Moderate AI Benefit,3.6628571428571424,1.905,3.6466666666666665,0.1352108835292692,2.125,3.3766666666666665
25-1112.00,"Law Teachers, Postsecondary",High AI Benefit,3.555714285714285,1.25,3.145,0.1351825398260492,1.78,2.436666666666667
13-2099.04,"Fraud Examiners, Investigators and Analysts",High AI Benefit,3.268571428571428,1.345,3.2283333333333335,0.1349757957649349,1.7825,2.5816666666666666
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Moderate AI Benefit,2.9114285714285715,1.6225,3.3349999999999995,0.1348858975417733,1.75,2.355
49-9061.00,Camera and Photographic Equipment Repairers,Minimal AI Benefit,2.8742857142857146,3.095,2.186666666666667,0.1348322363879044,2.0925,2.268333333333333
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Minimal AI Benefit,2.6614285714285715,2.97,2.418333333333333,0.1348255798738627,1.84,2.1650000000000005
51-8099.01,Biofuels Processing Technicians,Low AI Benefit,2.6799999999999997,3.5025,3.0,0.1346406550085919,2.22,2.5233333333333334
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",High AI Benefit,3.5714285714285716,1.6575,3.2466666666666666,0.1343805562078566,1.9075,2.811666666666667
29-2053.00,Psychiatric Technicians,Moderate AI Benefit,3.0885714285714285,1.905,3.4983333333333335,0.1343749458095617,1.845,2.3333333333333335
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",High AI Benefit,3.5,1.155,3.1466666666666665,0.1343627859293906,1.7475,2.456666666666667
33-3021.02,Police Identification and Records Officers,Low AI Benefit,2.962857142857143,2.28,2.875,0.1343191066952936,1.78,2.2916666666666665
25-1081.00,"Education Teachers, Postsecondary",High AI Benefit,3.605714285714286,1.125,3.188333333333333,0.1342990901863792,1.81,2.7483333333333335
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Moderate AI Benefit,3.5328571428571434,3.935000000000001,3.02,0.134209628344755,2.2475,2.793333333333333
49-9062.00,Medical Equipment Repairers,Minimal AI Benefit,2.802857142857143,3.41,2.6033333333333335,0.1341806029439583,2.28,2.4583333333333335
25-2023.00,"Career/Technical Education Teachers, Middle School",High AI Benefit,3.5014285714285713,1.94,3.356666666666667,0.1341602821354736,1.97,2.6033333333333335
43-9031.00,Desktop Publishers,Moderate AI Benefit,3.1785714285714284,2.1575,2.7716666666666665,0.1341258824631473,1.875,2.561666666666667
15-1231.00,Computer Network Support Specialists,Minimal AI Benefit,3.0542857142857143,2.75,2.5416666666666665,0.134097775336446,2.0925,2.4783333333333335
27-2023.00,"Umpires, Referees, and Other Sports Officials",Moderate AI Benefit,2.9285714285714284,1.5625,2.855,0.1340590948659709,1.595,1.8966666666666665
43-9021.00,Data Entry Keyers,Moderate AI Benefit,2.5171428571428573,1.5,2.5400000000000005,0.1339054454673116,1.5325,2.23
51-8013.03,Biomass Plant Technicians,Minimal AI Benefit,2.962857142857143,3.4075,2.77,0.1338439041682668,2.1575,2.4166666666666665
53-6051.00,Transportation Inspectors,Minimal AI Benefit,2.855714285714286,2.5625,2.7883333333333336,0.1338308285630285,1.8425,2.688333333333333
43-2021.00,Telephone Operators,Moderate AI Benefit,2.2842857142857147,1.28,2.5,0.1337579617834394,1.3775,1.856666666666667
51-8013.04,Hydroelectric Plant Technicians,Minimal AI Benefit,2.962857142857143,3.5024999999999995,2.6233333333333335,0.1336568619140459,2.2525,2.4166666666666665
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Moderate AI Benefit,3.3228571428571425,1.9375,3.4599999999999995,0.1335436115279933,1.875,2.4150000000000005
43-5011.01,Freight Forwarders,Moderate AI Benefit,2.9457142857142857,1.7175,3.2283333333333335,0.133346544207606,1.8425,2.7083333333333335
51-2041.00,Structural Metal Fabricators and Fitters,Low AI Benefit,2.3228571428571425,2.4075,2.2483333333333335,0.1333065983293883,1.6225,1.7900000000000005
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Moderate AI Benefit,2.552857142857143,1.22,3.375,0.1332014005175826,1.5625,2.02
25-2032.00,"Career/Technical Education Teachers, Secondary School",Moderate AI Benefit,3.4128571428571424,2.0625,3.581666666666667,0.1331446084739021,2.0325,2.7083333333333335
11-9199.09,Wind Energy Operations Managers,Low AI Benefit,3.234285714285714,2.875,3.3516666666666666,0.1330726304822527,2.22,3.1266666666666665
51-2023.00,Electromechanical Equipment Assemblers,Minimal AI Benefit,2.467142857142857,3.03,2.0866666666666664,0.133064308405598,1.845,2.061666666666667
19-1031.03,Park Naturalists,Moderate AI Benefit,3.175714285714286,2.065,3.186666666666667,0.132992090128683,1.8775,2.625
51-3011.00,Bakers,Minimal AI Benefit,2.6785714285714284,2.5325,2.395,0.1328889638879514,1.6875,2.125
25-4022.00,Librarians and Media Collections Specialists,High AI Benefit,3.018571428571428,1.375,2.9583333333333335,0.1327966674172483,1.685,2.561666666666667
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Low AI Benefit,2.642857142857143,2.345,2.31,0.1327806931284521,1.72,2.1233333333333335
11-9141.00,"Property, Real Estate, and Community Association Managers",Moderate AI Benefit,2.961428571428572,1.7175,3.2283333333333335,0.1327605468957812,1.7825,2.706666666666667
43-4111.00,"Interviewers, Except Eligibility and Loan",Moderate AI Benefit,2.8042857142857143,1.28,3.0849999999999995,0.1327586206896551,1.595,2.25
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Minimal AI Benefit,2.41,3.125,2.186666666666667,0.132610361289562,1.875,2.105
53-7065.00,Stockers and Order Fillers,Low AI Benefit,2.358571428571428,2.1575,2.5216666666666665,0.1324881706990447,1.59,2.188333333333333
31-9091.00,Dental Assistants,Low AI Benefit,2.7671428571428573,2.31,2.8733333333333335,0.1324800083534192,1.8125,2.2283333333333335
43-6013.00,Medical Secretaries and Administrative Assistants,Moderate AI Benefit,2.587142857142857,1.28,2.643333333333334,0.1321916118861996,1.4675,2.1233333333333335
15-1232.00,Computer User Support Specialists,Low AI Benefit,3.1942857142857144,2.94,2.8533333333333335,0.1321893455006028,2.0625,2.4599999999999995
53-2021.00,Air Traffic Controllers,Moderate AI Benefit,3.694285714285715,2.625,3.1666666666666674,0.1321368037335438,2.0325,2.7083333333333335
43-6012.00,Legal Secretaries and Administrative Assistants,Low AI Benefit,2.5542857142857143,1.5625,2.6033333333333335,0.1321136254212807,1.47,1.9366666666666668
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Minimal AI Benefit,2.4285714285714284,3.03,2.205,0.1320201992020757,1.69,1.855
41-1011.00,First-Line Supervisors of Retail Sales Workers,Moderate AI Benefit,3.0885714285714285,1.72,3.4166666666666665,0.1319248186863699,1.845,2.9150000000000005
39-7011.00,Tour Guides and Escorts,Moderate AI Benefit,2.4285714285714284,1.28,2.7483333333333335,0.1318806570566544,1.405,1.7916666666666667
27-1026.00,Merchandise Displayers and Window Trimmers,Low AI Benefit,2.8057142857142856,1.81,2.731666666666666,0.131606857054706,1.625,2.25
25-2057.00,"Special Education Teachers, Middle School",High AI Benefit,3.4642857142857144,1.22,3.6666666666666665,0.1315634626700356,1.81,2.5666666666666664
11-3111.00,Compensation and Benefits Managers,High AI Benefit,3.431428571428571,1.25,3.143333333333334,0.1315096181254373,1.8125,3.145
31-1131.00,Nursing Assistants,Moderate AI Benefit,2.607142857142857,2.0,2.8533333333333335,0.1314434509187383,1.5925,2.0
51-8012.00,Power Distributors and Dispatchers,Minimal AI Benefit,3.0871428571428576,2.8425,2.726666666666667,0.1313511386552555,1.9075,2.4583333333333335
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Minimal AI Benefit,2.8742857142857146,3.22,2.668333333333333,0.1312471484541906,2.1575,2.5833333333333335
11-9071.00,Gambling Managers,High AI Benefit,3.447142857142857,1.9675,3.5833333333333335,0.1312233119046501,1.9975,3.2266666666666666
51-4041.00,Machinists,Minimal AI Benefit,2.6942857142857144,3.0925,2.543333333333333,0.1312172366450324,2.0025,2.2083333333333335
25-1065.00,"Political Science Teachers, Postsecondary",High AI Benefit,3.5014285714285713,1.1575,3.2066666666666666,0.1312082822503746,1.72,2.523333333333333
33-3051.04,Customs and Border Protection Officers,Moderate AI Benefit,3.122857142857143,2.125,3.188333333333333,0.131127010955713,1.7825,2.375
27-2041.00,Music Directors and Composers,High AI Benefit,3.107142857142857,1.375,3.063333333333333,0.1310437539171428,1.7175,2.7483333333333335
51-9071.06,Gem and Diamond Workers,Minimal AI Benefit,2.697142857142857,2.595,2.4783333333333335,0.1310375005469741,1.7825,2.145
43-9041.00,Insurance Claims and Policy Processing Clerks,Moderate AI Benefit,2.6957142857142857,1.4675,2.9150000000000005,0.131002009417269,1.56,2.27
47-2021.00,Brickmasons and Blockmasons,Minimal AI Benefit,2.7142857142857144,2.655,2.52,0.1309125615869439,1.8125,2.2083333333333335
43-4121.00,"Library Assistants, Clerical",Moderate AI Benefit,2.4828571428571427,1.5,2.688333333333333,0.1308384041868289,1.5,2.1683333333333334
43-4061.00,"Eligibility Interviewers, Government Programs",Moderate AI Benefit,2.801428571428572,1.125,3.081666666666667,0.1308356869911945,1.5,1.9566666666666668
33-3021.00,Detectives and Criminal Investigators,Moderate AI Benefit,3.2857142857142856,2.2825,3.313333333333333,0.1307542235689676,1.875,2.4583333333333335
53-7072.00,"Pump Operators, Except Wellhead Pumpers",Minimal AI Benefit,2.768571428571428,3.315,2.5866666666666664,0.1307307898561425,2.0025,2.395
21-1093.00,Social and Human Service Assistants,Moderate AI Benefit,3.1242857142857146,1.75,3.481666666666666,0.1307290118383548,1.78,2.48
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Low AI Benefit,2.697142857142857,1.5025,2.7283333333333335,0.1306987481313496,1.53,2.2483333333333335
43-4071.00,File Clerks,Low AI Benefit,2.5885714285714285,1.6575,2.563333333333333,0.1306308641335337,1.5,2.143333333333333
51-8092.00,Gas Plant Operators,Minimal AI Benefit,2.9828571428571427,3.53,2.6666666666666665,0.1305538039244779,2.095,2.52
13-1199.04,Business Continuity Planners,High AI Benefit,3.5714285714285716,1.75,3.2900000000000005,0.130546732120512,1.9375,3.23
29-2099.01,Neurodiagnostic Technologists,Minimal AI Benefit,2.995714285714286,2.97,2.768333333333334,0.1304862739524858,1.9675,2.5016666666666665
25-4031.00,Library Technicians,Low AI Benefit,2.6799999999999997,1.6875,2.601666666666667,0.1304620094628444,1.5625,2.23
11-9021.00,Construction Managers,High AI Benefit,3.5357142857142856,2.47,3.3333333333333335,0.1304014029911409,2.0625,3.4150000000000005
39-5091.00,"Makeup Artists, Theatrical and Performance",Moderate AI Benefit,2.891428571428572,1.6875,2.7483333333333335,0.1303088531658621,1.655,2.563333333333333
45-4011.00,Forest and Conservation Workers,Low AI Benefit,2.712857142857142,2.4025,2.4599999999999995,0.1302090843547224,1.72,2.0416666666666665
11-9131.00,Postmasters and Mail Superintendents,Moderate AI Benefit,3.2857142857142856,2.0925,3.5833333333333335,0.1301055908922941,1.97,3.2099999999999995
51-4192.00,"Layout Workers, Metal and Plastic",Minimal AI Benefit,2.731428571428572,2.75,2.3349999999999995,0.1300791051017563,1.7775,1.9783333333333335
11-2022.00,Sales Managers,Moderate AI Benefit,3.5357142857142856,1.5625,3.8766666666666665,0.1299831120338379,1.9975,3.395
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Minimal AI Benefit,2.7328571428571427,3.16,2.27,0.1299719425647796,1.875,2.293333333333333
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Minimal AI Benefit,2.6257142857142854,3.3425,1.9816666666666665,0.1299693433544304,1.8775,1.9583333333333333
33-9099.02,Retail Loss Prevention Specialists,Moderate AI Benefit,3.0199999999999996,2.2825,2.9599999999999995,0.129965878625396,1.7775,2.606666666666666
41-2031.00,Retail Salespersons,Low AI Benefit,2.6957142857142857,1.9375,3.418333333333333,0.1299171463137441,1.6875,2.25
27-1012.00,Craft Artists,Low AI Benefit,2.768571428571428,2.22,2.4783333333333335,0.1299070294376809,1.72,2.268333333333333
27-1023.00,Floral Designers,Moderate AI Benefit,2.91,1.4075,2.858333333333333,0.1298948082796063,1.595,2.3533333333333335
11-3121.00,Human Resources Managers,High AI Benefit,3.5,1.405,3.669999999999999,0.1298222073129822,1.935,3.395
41-9021.00,Real Estate Brokers,Moderate AI Benefit,3.0171428571428573,1.935,3.2283333333333335,0.129774009269572,1.72,2.3533333333333335
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Low AI Benefit,3.0157142857142856,2.97,2.688333333333333,0.1295418408809846,2.095,2.6233333333333335
39-5092.00,Manicurists and Pedicurists,Moderate AI Benefit,2.302857142857143,1.4375,2.6650000000000005,0.1294111208406304,1.4075,1.9383333333333332
13-1071.00,Human Resources Specialists,Moderate AI Benefit,2.9642857142857144,1.3425,3.1266666666666665,0.1293933352321276,1.6225,2.483333333333333
47-4099.03,Weatherization Installers and Technicians,Low AI Benefit,2.9299999999999997,3.03,2.855,0.1293615724516227,2.1225,2.75
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Minimal AI Benefit,2.9285714285714284,3.3774999999999995,2.5,0.1292456821940993,2.0,2.418333333333333
51-9083.00,Ophthalmic Laboratory Technicians,Minimal AI Benefit,2.641428571428572,2.9675,2.435,0.1292323878391129,1.8425,2.2483333333333335
25-9031.00,Instructional Coordinators,High AI Benefit,3.6628571428571424,1.5,3.645,0.1292297255826724,1.905,2.9983333333333335
53-7064.00,"Packers and Packagers, Hand",Low AI Benefit,2.1771428571428575,2.03,1.9966666666666668,0.1291931857585485,1.375,1.7516666666666667
23-1023.00,"Judges, Magistrate Judges, and Magistrates",High AI Benefit,3.7514285714285713,1.0625,3.2083333333333335,0.129105292359458,1.7175,2.563333333333333
45-2041.00,"Graders and Sorters, Agricultural Products",Low AI Benefit,2.0700000000000003,1.625,1.9583333333333333,0.129075006626027,1.2175,1.5616666666666668
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Minimal AI Benefit,2.605714285714286,3.4675,2.311666666666667,0.1290100116525172,1.9375,2.2283333333333335
35-3023.00,Fast Food and Counter Workers,Low AI Benefit,2.2142857142857144,1.9675,2.645,0.1289624003515159,1.4675,2.0849999999999995
11-9032.00,"Education Administrators, Kindergarten through Secondary",Moderate AI Benefit,3.821428571428571,1.8425,3.834999999999999,0.1289430441034068,2.0925,3.606666666666667
29-2034.00,Radiologic Technologists and Technicians,Minimal AI Benefit,2.7514285714285713,2.9975000000000005,2.936666666666667,0.1288881969254973,1.8725,2.25
53-2012.00,Commercial Pilots,Moderate AI Benefit,3.4257142857142857,3.7175,2.855,0.1288560788223564,2.0925,2.5833333333333335
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Minimal AI Benefit,2.7114285714285713,3.25,2.3966666666666665,0.128841486073007,1.94,2.231666666666667
11-3061.00,Purchasing Managers,Moderate AI Benefit,3.392857142857143,1.78,3.668333333333333,0.1286640645652884,1.97,3.5
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Moderate AI Benefit,3.5,1.78,3.668333333333333,0.1286596523330283,1.875,2.75
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",High AI Benefit,3.0,1.125,3.5849999999999995,0.1286269430051813,1.655,2.5016666666666665
29-9091.00,Athletic Trainers,High AI Benefit,3.4114285714285715,2.375,3.3100000000000005,0.1286264750742554,1.9075,2.608333333333333
27-2012.04,Talent Directors,High AI Benefit,3.1799999999999997,1.2825,3.23,0.1286019555785793,1.655,2.5216666666666665
51-2031.00,Engine and Other Machine Assemblers,Minimal AI Benefit,2.518571428571428,3.0649999999999995,2.395,0.1285277698545291,1.8775,2.186666666666667
21-1013.00,Marriage and Family Therapists,High AI Benefit,3.5885714285714285,1.2175,3.77,0.128435409161091,1.7825,2.52
51-3093.00,Food Cooking Machine Operators and Tenders,Minimal AI Benefit,2.587142857142857,2.8125,2.23,0.1284313172876388,1.6275,2.0399999999999996
47-2211.00,Sheet Metal Workers,Minimal AI Benefit,2.802857142857143,2.8475,2.498333333333333,0.1284287112149237,1.9375,2.25
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Minimal AI Benefit,2.731428571428572,3.3425,2.376666666666667,0.1283955959421125,1.9075,2.123333333333333
23-1012.00,Judicial Law Clerks,Moderate AI Benefit,3.142857142857143,1.25,2.7900000000000005,0.1283749363219561,1.5,2.0016666666666665
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Low AI Benefit,2.8757142857142854,2.19,2.335,0.1283564303150287,1.59,2.1466666666666665
25-1123.00,"English Language and Literature Teachers, Postsecondary",High AI Benefit,3.4285714285714284,1.125,3.3100000000000005,0.1283119372586605,1.6575,2.3966666666666665
53-1041.00,Aircraft Cargo Handling Supervisors,Low AI Benefit,3.16,2.625,3.0,0.1283082441171675,1.9675,2.831666666666667
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Moderate AI Benefit,2.854285714285715,1.405,3.3733333333333335,0.1282710213161755,1.5925,2.1899999999999995
43-5041.00,"Meter Readers, Utilities",Minimal AI Benefit,2.5728571428571425,2.66,2.625,0.1282670454545454,1.72,2.1466666666666665
23-2093.00,"Title Examiners, Abstractors, and Searchers",Moderate AI Benefit,2.7842857142857147,1.2175,2.5833333333333335,0.1282609619306594,1.4375,2.185
51-8091.00,Chemical Plant and System Operators,Low AI Benefit,3.1242857142857146,3.655,2.5416666666666665,0.1282506828932465,2.0625,2.543333333333333
11-9171.00,Funeral Home Managers,Moderate AI Benefit,2.967142857142857,1.9975,3.4166666666666665,0.1282356215682801,1.81,2.893333333333334
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Minimal AI Benefit,2.6771428571428575,3.0925,2.2066666666666666,0.1281949476400813,1.845,2.1033333333333335
29-1125.00,Recreational Therapists,Moderate AI Benefit,3.3414285714285716,1.72,3.75,0.1281419499933853,1.845,2.6466666666666665
51-9151.00,Photographic Process Workers and Processing Machine Operators,Minimal AI Benefit,2.7485714285714287,3.22,2.8983333333333334,0.128052684533065,2.0,2.436666666666667
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Low AI Benefit,2.91,2.405,3.498333333333333,0.1280081925243215,1.875,2.8966666666666665
11-3051.04,Biomass Power Plant Managers,Moderate AI Benefit,3.3742857142857146,3.125,3.1466666666666665,0.1279514796611942,2.185,3.3083333333333336
47-2044.00,Tile and Stone Setters,Low AI Benefit,2.5357142857142856,2.3425,2.561666666666667,0.12789489378236,1.685,2.145
49-9099.01,Geothermal Technicians,Minimal AI Benefit,2.9257142857142857,3.5325,2.668333333333333,0.127833815334697,2.1575,2.563333333333333
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Low AI Benefit,3.0885714285714285,3.0625,3.188333333333333,0.1278335324287012,2.1275,3.0833333333333335
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Minimal AI Benefit,2.7485714285714287,3.03,2.7083333333333335,0.1278199857638838,2.095,2.523333333333333
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Minimal AI Benefit,2.6042857142857145,3.2225,2.186666666666667,0.1278036105032822,1.78,1.9766666666666663
51-2051.00,Fiberglass Laminators and Fabricators,Minimal AI Benefit,2.642857142857143,2.8149999999999995,2.608333333333333,0.1276833806041997,1.7525,2.2516666666666665
11-3071.04,Supply Chain Managers,High AI Benefit,3.5728571428571425,1.7175,3.5600000000000005,0.1275944435425894,1.965,3.5849999999999995
51-7011.00,Cabinetmakers and Bench Carpenters,Minimal AI Benefit,2.857142857142857,3.25,2.375,0.1274180180461945,1.94,2.2083333333333335
51-9081.00,Dental Laboratory Technicians,Minimal AI Benefit,2.857142857142857,2.75,2.5866666666666664,0.1271961703300834,1.8125,2.273333333333333
35-3041.00,"Food Servers, Nonrestaurant",Low AI Benefit,2.2857142857142856,2.06,2.52,0.1271493259342541,1.4675,2.1483333333333334
11-3131.00,Training and Development Managers,High AI Benefit,3.6957142857142857,1.4375,3.6666666666666665,0.1270053899809765,1.9075,3.311666666666667
51-9195.05,"Potters, Manufacturing",Minimal AI Benefit,2.4271428571428575,2.8425,2.2516666666666665,0.1269328366010587,1.59,2.0400000000000005
27-2021.00,Athletes and Sports Competitors,Moderate AI Benefit,3.018571428571428,2.0025,3.0833333333333335,0.1268456375838926,1.6875,2.2916666666666665
27-4021.00,Photographers,Moderate AI Benefit,3.0328571428571434,2.3725,2.98,0.1267007864186743,1.8125,2.355
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Minimal AI Benefit,2.4457142857142857,3.1575,2.2283333333333335,0.1266388860656571,1.78,2.1016666666666666
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Minimal AI Benefit,2.5171428571428573,3.1875,2.373333333333333,0.1265626614319661,1.75,1.8766666666666667
51-9161.00,Computer Numerically Controlled Tool Operators,Minimal AI Benefit,3.051428571428572,3.685000000000001,2.3983333333333334,0.1264662676226183,2.06,2.3766666666666665
43-3011.00,Bill and Account Collectors,Moderate AI Benefit,2.5714285714285716,1.5,3.0033333333333334,0.1264657905266073,1.4675,2.061666666666667
31-2011.00,Occupational Therapy Assistants,Moderate AI Benefit,3.0,2.035,3.3149999999999995,0.126418439716312,1.7825,2.625
51-7031.00,"Model Makers, Wood",Minimal AI Benefit,2.8214285714285716,2.75,2.3333333333333335,0.1264067488273377,1.6875,2.0400000000000005
27-3091.00,Interpreters and Translators,Moderate AI Benefit,3.0142857142857147,1.5625,2.9166666666666665,0.126392809024124,1.53,2.0816666666666666
11-9199.02,Compliance Managers,High AI Benefit,3.3214285714285716,1.7175,3.395,0.1262723875789202,1.75,2.645
27-3023.00,"News Analysts, Reporters, and Journalists",Moderate AI Benefit,2.858571428571428,1.5625,3.0416666666666665,0.1262261973456434,1.5625,2.3533333333333335
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Minimal AI Benefit,2.641428571428572,3.625,2.311666666666667,0.1262027193286854,1.905,2.206666666666667
51-5111.00,Prepress Technicians and Workers,Minimal AI Benefit,2.7857142857142856,2.6225000000000005,2.7916666666666665,0.1261080420022772,1.78,2.23
39-7012.00,Travel Guides,Moderate AI Benefit,2.89,1.935,3.561666666666667,0.1260979779520132,1.7825,2.811666666666667
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Minimal AI Benefit,2.7642857142857147,3.125,2.5833333333333335,0.1259471214375644,1.965,2.2916666666666665
27-2042.00,Musicians and Singers,Moderate AI Benefit,2.642857142857143,1.625,2.811666666666667,0.1259319967217702,1.5,2.1466666666666665
47-2171.00,Reinforcing Iron and Rebar Workers,Minimal AI Benefit,2.5742857142857143,2.5625,2.2716666666666665,0.1259281538432618,1.595,2.0400000000000005
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Moderate AI Benefit,2.3214285714285716,1.3725,2.938333333333333,0.1259201817427204,1.3725,1.895
39-6012.00,Concierges,Moderate AI Benefit,2.6628571428571424,1.315,3.311666666666667,0.1259143782228085,1.5,2.123333333333333
51-9194.00,Etchers and Engravers,Minimal AI Benefit,2.59,2.9350000000000005,2.311666666666667,0.1256026853829722,1.715,2.105
13-1151.00,Training and Development Specialists,High AI Benefit,3.7157142857142857,1.5,3.665000000000001,0.1254045831175556,1.845,2.956666666666667
31-1133.00,Psychiatric Aides,Moderate AI Benefit,2.9642857142857144,2.0,3.355,0.1253465292890618,1.6525,2.2116666666666664
51-9082.00,Medical Appliance Technicians,Low AI Benefit,3.127142857142857,3.405,3.0416666666666665,0.1253450385589482,2.0975,2.5
43-5021.00,Couriers and Messengers,Low AI Benefit,2.481428571428571,2.22,2.48,0.1250980431091828,1.5,2.061666666666667
47-2031.00,Carpenters,Minimal AI Benefit,2.894285714285714,2.8149999999999995,2.7283333333333335,0.125060489221211,1.9075,2.5
51-2022.00,Electrical and Electronic Equipment Assemblers,Minimal AI Benefit,2.602857142857143,2.845,2.435,0.1248333432407415,1.75,2.1683333333333334
29-2055.00,Surgical Technologists,Low AI Benefit,2.981428571428572,2.97,2.893333333333333,0.1248234556618807,1.9675,2.73
21-1092.00,Probation Officers and Correctional Treatment Specialists,Moderate AI Benefit,3.197142857142857,1.9975,3.2266666666666666,0.1247645536641611,1.6875,2.4166666666666665
43-9061.00,"Office Clerks, General",Moderate AI Benefit,2.462857142857143,1.6875,2.831666666666667,0.1247520456236052,1.4375,2.1033333333333335
47-2051.00,Cement Masons and Concrete Finishers,Minimal AI Benefit,2.59,2.7825,2.415,0.124576427823301,1.685,2.2083333333333335
23-1022.00,"Arbitrators, Mediators, and Conciliators",Moderate AI Benefit,3.2157142857142857,1.125,3.52,0.1245437956204379,1.56,2.105
47-2231.00,Solar Photovoltaic Installers,Minimal AI Benefit,2.855714285714286,2.965,2.6233333333333335,0.1245399742611365,1.97,2.561666666666667
51-2061.00,Timing Device Assemblers and Adjusters,Minimal AI Benefit,2.4457142857142857,3.0625,2.226666666666667,0.1245045228173594,1.75,1.9783333333333335
47-2141.00,"Painters, Construction and Maintenance",Low AI Benefit,2.447142857142857,2.185,2.436666666666667,0.1244191449814126,1.53,2.2283333333333335
