O*NET-SOC Code,Title,technical_composition,Tech_Stratum,cognitive_skills,social_skills,operations_skills,maintenance_skills,management_skills,technical_skills,AI_Transformation_Classification,AI_Enhancement_Classification
17-2199.03,"Energy Engineers, Except Wind and Solar",0.18140195768866435,High-Tech,3.609999999999999,3.0216666666666665,2.31,1.0625,2.9583333333333335,2.8725,Not Applicable,Low Enhancement Potential
17-2199.05,Mechatronics Engineers,0.18207180719788826,High-Tech,3.4642857142857144,2.855,2.8425,1.72,2.73,3.03,Not Applicable,Minimal Enhancement Potential
17-2199.06,Microsystems Engineers,0.17294863700002747,High-Tech,3.552857142857143,3.0,2.8725,1.8775,3.043333333333333,3.0,Not Applicable,Minimal Enhancement Potential
17-2199.07,Photonics Engineers,0.18629270350063265,High-Tech,3.3757142857142854,2.7283333333333335,2.8775,2.2175,2.581666666666667,3.155,Not Applicable,Minimal Enhancement Potential
17-2199.08,Robotics Engineers,0.1711646904624013,High-Tech,3.7171428571428566,2.9399999999999995,3.4350000000000005,2.97,3.1233333333333335,3.3425,Not Applicable,Minimal Enhancement Potential
17-2199.09,Nanosystems Engineers,0.189497126045384,High-Tech,3.627142857142857,3.0,2.6875,1.935,2.918333333333333,3.3125,Not Applicable,Minimal Enhancement Potential
17-2199.10,Wind Energy Engineers,0.18527813286696834,High-Tech,3.2857142857142856,2.895,2.3425,1.0925,2.7516666666666665,2.8125,Not Applicable,Minimal Enhancement Potential
17-2199.11,Solar Energy Systems Engineers,0.17516787577192877,High-Tech,3.341428571428571,2.9166666666666665,2.5325,1.75,2.561666666666667,2.7825,Not Applicable,Minimal Enhancement Potential
17-3011.00,Architectural and Civil Drafters,0.17603307787351913,High-Tech,3.1257142857142854,2.936666666666667,2.095,1.3425,2.6466666666666665,2.595,Not Applicable,Minimal Enhancement Potential
17-3012.00,Electrical and Electronics Drafters,0.1583378712352867,High-Tech,3.1242857142857146,2.75,2.2525,1.31,2.523333333333333,2.25,Not Applicable,Minimal Enhancement Potential
17-3013.00,Mechanical Drafters,0.17660135449516623,High-Tech,3.0714285714285716,2.668333333333333,2.0925,1.0625,2.481666666666667,2.44,Not Applicable,Minimal Enhancement Potential
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.15048244855611276,Medium-Tech,3.197142857142857,2.7083333333333335,3.4375,2.655,2.6233333333333335,2.59,Low Transformation Potential,Not Applicable
17-3022.00,Civil Engineering Technologists and Technicians,0.18105477337977532,High-Tech,3.0171428571428573,2.668333333333333,2.0925,1.03,2.5,2.5,Not Applicable,Minimal Enhancement Potential
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.12954184088098464,Medium-Tech,3.0157142857142856,2.688333333333333,2.97,2.78,2.6233333333333335,2.095,Moderate Transformation Potential,Not Applicable
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,0.1432078559738134,Medium-Tech,3.1785714285714284,2.5016666666666665,3.75,3.2775,2.6233333333333335,2.5625,Low Transformation Potential,Not Applicable
17-3024.01,Robotics Technicians,0.15334466938304087,Medium-Tech,3.1771428571428575,2.7533333333333325,3.6875,3.53,2.56,2.845,Low Transformation Potential,Not Applicable
17-3025.00,Environmental Engineering Technologists and Technicians,0.15832214427778538,High-Tech,3.3042857142857143,2.898333333333333,2.9375,2.065,2.75,2.625,Not Applicable,Minimal Enhancement Potential
17-3026.00,Industrial Engineering Technologists and Technicians,0.17380323903270223,High-Tech,3.2857142857142856,2.813333333333334,2.2175,1.905,2.7083333333333335,2.72,Not Applicable,Minimal Enhancement Potential
17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.15576576108343296,Medium-Tech,3.162857142857143,2.893333333333333,2.9075,1.9675,2.605,2.4975,Moderate Transformation Potential,Not Applicable
17-3027.00,Mechanical Engineering Technologists and Technicians,0.15712345062045568,High-Tech,3.194285714285715,2.8966666666666665,3.1575,2.3425,2.6650000000000005,2.6575,Not Applicable,Minimal Enhancement Potential
17-3027.01,Automotive Engineering Technicians,0.15034416659405767,Medium-Tech,2.9457142857142857,2.606666666666666,3.095,2.845,2.438333333333333,2.465,Low Transformation Potential,Not Applicable
17-3029.01,Non-Destructive Testing Specialists,0.14566923304708318,Medium-Tech,3.0342857142857147,2.77,3.3125,2.06,2.561666666666667,2.3425,Low Transformation Potential,Not Applicable
17-3029.08,Photonics Technicians,0.1456503871609638,Medium-Tech,2.947142857142857,2.4783333333333335,3.1900000000000004,2.97,2.5216666666666665,2.405,Minimal Transformation Potential,Not Applicable
17-3031.00,Surveying and Mapping Technicians,0.1638489145350269,High-Tech,2.857142857142857,2.7733333333333334,2.22,1.0925,2.3733333333333335,2.2175,Not Applicable,Minimal Enhancement Potential
19-1011.00,Animal Scientists,0.17878015771606573,High-Tech,3.661428571428571,3.0400000000000005,2.2525,1.06,2.9166666666666665,2.815,Not Applicable,Low Enhancement Potential
19-1012.00,Food Scientists and Technologists,0.1617063874023024,High-Tech,3.484285714285714,3.02,2.5925,1.155,2.7083333333333335,2.5,Not Applicable,Minimal Enhancement Potential
19-1013.00,Soil and Plant Scientists,0.17915256967939425,High-Tech,3.59,2.938333333333333,2.4375,1.0,2.7716666666666665,2.78,Not Applicable,Minimal Enhancement Potential
19-1021.00,Biochemists and Biophysicists,0.1910493719164421,High-Tech,3.9271428571428575,2.936666666666667,2.4375,1.75,2.7099999999999995,3.25,Not Applicable,Low Enhancement Potential
19-1022.00,Microbiologists,0.181951057802423,High-Tech,3.6242857142857146,2.8733333333333335,2.5325,1.1875,2.7083333333333335,2.875,Not Applicable,Minimal Enhancement Potential
19-1023.00,Zoologists and Wildlife Biologists,0.1757855348015839,High-Tech,3.4285714285714284,3.206666666666667,2.1225,1.0,2.855,2.69,Not Applicable,Minimal Enhancement Potential
19-1029.01,Bioinformatics Scientists,0.19193317497522377,High-Tech,3.4271428571428575,2.9599999999999995,1.905,1.125,2.813333333333333,2.905,Not Applicable,Low Enhancement Potential
19-1029.02,Molecular and Cellular Biologists,0.18700254022015236,High-Tech,3.821428571428571,3.143333333333334,2.595,1.22,2.936666666666667,3.155,Not Applicable,Low Enhancement Potential
19-1029.03,Geneticists,0.18367073733061626,High-Tech,3.678571428571429,3.2483333333333335,2.28,1.03,2.8300000000000005,2.94,Not Applicable,Low Enhancement Potential
19-1029.04,Biologists,0.21076642335766424,High-Tech,3.3757142857142854,2.9350000000000005,2.03,1.0625,2.645,3.2175,Not Applicable,Low Enhancement Potential
19-1031.00,Conservation Scientists,0.17212299237219877,High-Tech,3.1614285714285715,3.081666666666667,2.22,1.185,2.8333333333333335,2.595,Not Applicable,Minimal Enhancement Potential
19-1031.02,Range Managers,0.14605795950774114,Medium-Tech,3.355714285714286,3.145,2.31,1.285,2.7083333333333335,2.19,High Transformation Potential,Not Applicable
19-1031.03,Park Naturalists,0.132992090128683,Medium-Tech,3.175714285714286,3.186666666666667,2.065,1.1875,2.625,1.8775,High Transformation Potential,Not Applicable
19-1032.00,Foresters,0.1406395933941022,Medium-Tech,3.448571428571428,3.186666666666667,2.595,1.59,3.3100000000000005,2.3125,Moderate Transformation Potential,Not Applicable
19-1041.00,Epidemiologists,0.1779314215338566,High-Tech,3.838571428571429,3.355,1.25,1.03,3.081666666666667,2.7175,Not Applicable,Low Enhancement Potential
19-1042.00,"Medical Scientists, Except Epidemiologists",0.18324802162917508,High-Tech,3.697142857142857,3.0216666666666665,2.1575,1.155,2.7716666666666665,2.8725,Not Applicable,Low Enhancement Potential
19-2011.00,Astronomers,0.20471504271655672,High-Tech,3.5700000000000003,2.9566666666666666,1.72,1.28,2.73,3.155,Not Applicable,Low Enhancement Potential
19-2012.00,Physicists,0.22231946248094406,High-Tech,3.7142857142857144,3.1233333333333335,2.155,1.25,2.875,3.75,Not Applicable,Low Enhancement Potential
19-2021.00,Atmospheric and Space Scientists,0.19628146020708942,High-Tech,3.4985714285714287,2.8966666666666665,1.435,1.0,2.563333333333333,2.7825,Not Applicable,Low Enhancement Potential
19-2031.00,Chemists,0.17517603103894236,High-Tech,3.355714285714286,2.686666666666667,2.845,2.0925,2.686666666666667,2.9025,Not Applicable,Minimal Enhancement Potential
19-2032.00,Materials Scientists,0.18089460437433535,High-Tech,3.515714285714286,2.895,2.4075,1.285,2.643333333333334,2.815,Not Applicable,Minimal Enhancement Potential
19-2041.00,"Environmental Scientists and Specialists, Including Health",0.18038201813621452,High-Tech,3.481428571428572,3.143333333333333,2.25,1.0,2.768333333333334,2.7825,Not Applicable,Minimal Enhancement Potential
19-2041.01,Climate Change Policy Analysts,0.16961148997726805,High-Tech,3.265714285714286,3.06,1.28,1.0,2.875,2.345,Not Applicable,Low Enhancement Potential
19-2041.02,Environmental Restoration Planners,0.17503978176858379,High-Tech,3.555714285714285,3.125,2.185,1.095,3.0,2.75,Not Applicable,Minimal Enhancement Potential
19-2041.03,Industrial Ecologists,0.18866428854538247,High-Tech,3.357142857142857,2.9150000000000005,1.5,1.03,2.895,2.72,Not Applicable,Low Enhancement Potential
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",0.18761726078799248,High-Tech,3.41,2.8733333333333335,1.875,1.1875,2.561666666666667,2.75,Not Applicable,Low Enhancement Potential
19-2043.00,Hydrologists,0.1762842756522895,High-Tech,3.392857142857143,2.98,2.3125,1.97,2.6266666666666665,2.8425,Not Applicable,Minimal Enhancement Potential
19-2099.01,Remote Sensing Scientists and Technologists,0.20728709595901584,High-Tech,3.518571428571428,2.813333333333333,2.095,1.125,2.7716666666666665,3.2225,Not Applicable,Low Enhancement Potential
19-3011.00,Economists,0.17599576551541615,High-Tech,3.4971428571428573,2.9166666666666665,1.1875,1.0,2.518333333333334,2.375,Not Applicable,Low Enhancement Potential
19-3011.01,Environmental Economists,0.17948717948717946,High-Tech,3.41,2.9166666666666665,1.22,1.0,2.893333333333334,2.5025,Not Applicable,Low Enhancement Potential
19-3022.00,Survey Researchers,0.18658038671905092,High-Tech,3.2857142857142856,2.936666666666667,1.4675,1.0,2.6233333333333335,2.595,Not Applicable,Low Enhancement Potential
19-3032.00,Industrial-Organizational Psychologists,0.18406102905372504,High-Tech,3.8742857142857146,3.605,1.5,1.0,3.186666666666667,2.97,Not Applicable,Low Enhancement Potential
19-3033.00,Clinical and Counseling Psychologists,0.14303394319145624,Medium-Tech,3.5171428571428573,3.5833333333333335,1.1875,1.0,2.5,1.9675,High Transformation Potential,Not Applicable
19-3034.00,School Psychologists,0.14719922653936793,Medium-Tech,3.5,3.5833333333333335,1.2825,1.0,2.395,2.03,High Transformation Potential,Not Applicable
19-3039.02,Neuropsychologists,0.16803719400341577,High-Tech,3.642857142857143,3.436666666666667,1.78,1.0,2.6666666666666665,2.53,Not Applicable,Low Enhancement Potential
19-3039.03,Clinical Neuropsychologists,0.15384486429397662,Medium-Tech,3.5342857142857147,3.5216666666666665,1.315,1.0,2.6466666666666665,2.185,High Transformation Potential,Not Applicable
19-3041.00,Sociologists,0.16939128638206657,High-Tech,3.5714285714285716,3.2083333333333335,1.125,1.0,2.5816666666666666,2.3425,Not Applicable,Low Enhancement Potential
19-3051.00,Urban and Regional Planners,0.15454322200392928,Medium-Tech,3.462857142857143,3.27,1.4375,1.0,3.125,2.2475,High Transformation Potential,Not Applicable
19-3091.00,Anthropologists and Archeologists,0.16074709124311082,High-Tech,3.34,2.956666666666667,1.4675,1.03,2.6266666666666665,2.1875,Not Applicable,Low Enhancement Potential
19-3092.00,Geographers,0.18365207363206681,High-Tech,3.3371428571428576,2.9150000000000005,1.28,1.03,2.561666666666667,2.5025,Not Applicable,Low Enhancement Potential
19-3093.00,Historians,0.14351824732001642,Medium-Tech,3.158571428571429,2.8349999999999995,1.22,1.0,2.23,1.75,High Transformation Potential,Not Applicable
19-3094.00,Political Scientists,0.16144913576282977,High-Tech,3.462857142857143,3.1466666666666665,1.19,1.0,2.393333333333334,2.155,Not Applicable,Low Enhancement Potential
19-3099.01,Transportation Planners,0.16545714870116587,High-Tech,3.5714285714285716,3.0833333333333335,1.5,1.03,2.9583333333333335,2.4075,Not Applicable,Low Enhancement Potential
19-4012.00,Agricultural Technicians,0.1478848763695343,Medium-Tech,2.802857142857143,2.75,2.4675,1.78,2.4583333333333335,2.1275,Moderate Transformation Potential,Not Applicable
19-4012.01,Precision Agriculture Technicians,0.15766536964980546,High-Tech,3.2699999999999996,2.77,2.75,2.22,2.52,2.5325,Not Applicable,Minimal Enhancement Potential
19-4013.00,Food Science Technicians,0.15682329673327425,High-Tech,2.8214285714285716,2.5416666666666665,2.5275,1.5925,2.2916666666666665,2.19,Not Applicable,Minimal Enhancement Potential
19-4021.00,Biological Technicians,0.1749500618282127,High-Tech,3.108571428571428,2.3349999999999995,2.78,1.6875,2.48,2.6275,Not Applicable,Minimal Enhancement Potential
19-4031.00,Chemical Technicians,0.1580323547543632,High-Tech,3.302857142857143,2.811666666666667,3.0625,2.345,2.6233333333333335,2.655,Not Applicable,Minimal Enhancement Potential
19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.1603908502694053,High-Tech,3.1957142857142857,2.918333333333333,2.6575,1.595,2.563333333333333,2.47,Not Applicable,Minimal Enhancement Potential
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.15478142524513822,Medium-Tech,2.8371428571428576,2.6666666666666665,2.53,1.7825,2.456666666666667,2.2475,Moderate Transformation Potential,Not Applicable
19-4051.00,Nuclear Technicians,0.14181523500810372,Medium-Tech,3.107142857142857,2.895,3.47,2.44,2.4599999999999995,2.375,Low Transformation Potential,Not Applicable
19-4051.02,Nuclear Monitoring Technicians,0.15015239826747234,Medium-Tech,3.09,2.9599999999999995,3.0925,1.56,2.5416666666666665,2.34,Low Transformation Potential,Not Applicable
19-4061.00,Social Science Research Assistants,0.1931439630736557,High-Tech,3.0357142857142856,2.606666666666667,1.9975,1.095,2.481666666666667,2.685,Not Applicable,Minimal Enhancement Potential
19-4071.00,Forest and Conservation Technicians,0.1548071700162955,Medium-Tech,3.0,2.9150000000000005,2.5625,1.8425,2.6466666666666665,2.375,Moderate Transformation Potential,Not Applicable
19-4092.00,Forensic Science Technicians,0.1513378401408851,Medium-Tech,3.16,2.875,2.4675,1.53,2.4166666666666665,2.22,High Transformation Potential,Not Applicable
19-4099.01,Quality Control Analysts,0.14814127256694667,Medium-Tech,3.0357142857142856,2.625,3.25,1.845,2.355,2.28,Low Transformation Potential,Not Applicable
19-4099.03,Remote Sensing Technicians,0.173841059602649,High-Tech,3.0728571428571425,2.686666666666667,2.5975,1.81,2.6050000000000004,2.6875,Not Applicable,Minimal Enhancement Potential
19-5011.00,Occupational Health and Safety Specialists,0.15036252343414722,Medium-Tech,3.4642857142857144,3.1666666666666665,2.53,1.44,2.8333333333333335,2.3775,Moderate Transformation Potential,Not Applicable
19-5012.00,Occupational Health and Safety Technicians,0.15697449144333225,High-Tech,3.1242857142857146,3.06,2.595,1.03,2.6233333333333335,2.315,Not Applicable,Minimal Enhancement Potential
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.12865965233302837,Medium-Tech,3.5,3.668333333333333,1.78,1.0,2.75,1.875,High Transformation Potential,Not Applicable
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",0.12180249851279,Medium-Tech,3.4114285714285715,3.7266666666666666,1.3125,1.0,2.5,1.6575,High Transformation Potential,Not Applicable
21-1013.00,Marriage and Family Therapists,0.12843540916109109,Medium-Tech,3.5885714285714285,3.77,1.2175,1.0,2.52,1.7825,High Transformation Potential,Not Applicable
21-1014.00,Mental Health Counselors,0.1434604835860073,Medium-Tech,3.518571428571428,3.645,1.375,1.0,2.581666666666667,2.03,High Transformation Potential,Not Applicable
21-1015.00,Rehabilitation Counselors,0.13567100338620566,Medium-Tech,3.3028571428571425,3.4766666666666666,1.2475,1.0,2.52,1.8125,High Transformation Potential,Not Applicable
21-1021.00,"Child, Family, and School Social Workers",0.12284832871137658,Medium-Tech,3.5714285714285716,3.7483333333333335,1.8425,1.0,2.5649999999999995,1.7825,High Transformation Potential,Not Applicable
21-1022.00,Healthcare Social Workers,0.13903301886792455,Medium-Tech,3.5,3.6233333333333335,1.465,1.0,2.58,1.965,High Transformation Potential,Not Applicable
21-1023.00,Mental Health and Substance Abuse Social Workers,0.14123372653237576,Medium-Tech,3.5542857142857143,3.731666666666666,1.565,1.0,2.6899999999999995,2.0625,High Transformation Potential,Not Applicable
21-1091.00,Health Education Specialists,0.1381121699946537,Medium-Tech,3.4642857142857144,3.375,1.44,1.0,2.811666666666667,1.9375,High Transformation Potential,Not Applicable
21-1092.00,Probation Officers and Correctional Treatment Specialists,0.1247645536641611,Medium-Tech,3.197142857142857,3.2266666666666666,1.9975,1.0,2.4166666666666665,1.6875,High Transformation Potential,Not Applicable
21-1093.00,Social and Human Service Assistants,0.13072901183835486,Medium-Tech,3.1242857142857146,3.481666666666666,1.75,1.0,2.48,1.78,High Transformation Potential,Not Applicable
21-1094.00,Community Health Workers,0.11511021908890051,Low-Tech,3.198571428571428,3.6033333333333335,1.875,1.0,2.8149999999999995,1.625,High Transformation Potential,Not Applicable
21-2011.00,Clergy,0.10944511509803105,Low-Tech,3.4285714285714284,3.9166666666666665,1.2825,1.0,3.106666666666667,1.565,High Transformation Potential,Not Applicable
21-2021.00,"Directors, Religious Activities and Education",0.1229502139085736,Medium-Tech,3.518571428571428,3.605,1.655,1.0,2.936666666666667,1.7825,High Transformation Potential,Not Applicable
23-1011.00,Lawyers,0.11827397972446062,Medium-Tech,3.6242857142857146,3.581666666666667,1.095,1.0,2.813333333333333,1.625,High Transformation Potential,Not Applicable
23-1012.00,Judicial Law Clerks,0.12837493632195618,Medium-Tech,3.142857142857143,2.7900000000000005,1.25,1.0,2.0016666666666665,1.5,High Transformation Potential,Not Applicable
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.13436278592939066,Medium-Tech,3.5,3.1466666666666665,1.155,1.0,2.456666666666667,1.7475,High Transformation Potential,Not Applicable
23-1022.00,"Arbitrators, Mediators, and Conciliators",0.12454379562043795,Medium-Tech,3.2157142857142857,3.52,1.125,1.0,2.105,1.56,High Transformation Potential,Not Applicable
23-1023.00,"Judges, Magistrate Judges, and Magistrates",0.12910529235945808,Medium-Tech,3.7514285714285713,3.2083333333333335,1.0625,1.0,2.563333333333333,1.7175,High Transformation Potential,Not Applicable
23-2011.00,Paralegals and Legal Assistants,0.15047770700636945,Medium-Tech,2.7142857142857144,2.7716666666666665,1.1875,1.0,1.8533333333333335,1.6875,Moderate Transformation Potential,Not Applicable
23-2093.00,"Title Examiners, Abstractors, and Searchers",0.1282609619306594,Medium-Tech,2.7842857142857147,2.5833333333333335,1.2175,1.0,2.185,1.4375,Moderate Transformation Potential,Not Applicable
25-1011.00,"Business Teachers, Postsecondary",0.15450123790627032,Medium-Tech,3.5014285714285713,3.125,1.28,1.0,2.5583333333333336,2.095,High Transformation Potential,Not Applicable
25-1021.00,"Computer Science Teachers, Postsecondary",0.17660438667749798,High-Tech,3.61,3.3100000000000005,1.78,1.22,2.75,2.7175,Not Applicable,Low Enhancement Potential
25-1022.00,"Mathematical Science Teachers, Postsecondary",0.18404424072986686,High-Tech,3.482857142857143,3.02,1.1875,1.0,2.393333333333334,2.5,Not Applicable,Low Enhancement Potential
25-1031.00,"Architecture Teachers, Postsecondary",0.15162885894593212,Medium-Tech,3.75,3.351666666666667,1.595,1.03,2.7083333333333335,2.2225,High Transformation Potential,Not Applicable
25-1032.00,"Engineering Teachers, Postsecondary",0.19023636743954048,High-Tech,3.5357142857142856,3.125,1.69,1.03,2.6016666666666666,2.815,Not Applicable,Low Enhancement Potential
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",0.16879265028574184,High-Tech,3.5885714285714285,3.188333333333333,1.9075,1.0,2.6266666666666665,2.5,Not Applicable,Low Enhancement Potential
25-1042.00,"Biological Science Teachers, Postsecondary",0.1676753804634228,High-Tech,3.661428571428571,3.2083333333333335,1.5625,1.3125,2.6649999999999996,2.5,Not Applicable,Low Enhancement Potential
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",0.16635670816153716,High-Tech,3.627142857142857,3.27,1.935,1.0,2.7083333333333335,2.5025,Not Applicable,Low Enhancement Potential
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.18996483502037598,High-Tech,3.5728571428571425,3.1466666666666665,1.3725,1.0,2.645,2.7525,Not Applicable,Low Enhancement Potential
25-1052.00,"Chemistry Teachers, Postsecondary",0.1802090396801272,High-Tech,3.731428571428572,3.0849999999999995,1.875,1.185,2.645,2.7525,Not Applicable,Low Enhancement Potential
25-1053.00,"Environmental Science Teachers, Postsecondary",0.17087546999924969,High-Tech,3.608571428571428,3.105,1.5025,1.0,2.6233333333333335,2.44,Not Applicable,Low Enhancement Potential
25-1054.00,"Physics Teachers, Postsecondary",0.17443226745689813,High-Tech,3.658571428571429,3.1650000000000005,1.965,1.8425,2.668333333333333,2.81,Not Applicable,Low Enhancement Potential
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",0.1639905548996458,High-Tech,3.68,3.2900000000000005,1.125,1.0,2.706666666666667,2.315,Not Applicable,Low Enhancement Potential
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.1474772603591697,Medium-Tech,3.5542857142857143,3.226666666666667,1.22,1.0,2.748333333333333,2.0325,High Transformation Potential,Not Applicable
25-1063.00,"Economics Teachers, Postsecondary",0.1722561785809195,High-Tech,3.394285714285714,2.938333333333333,1.25,1.0,2.5416666666666665,2.315,Not Applicable,Low Enhancement Potential
25-1064.00,"Geography Teachers, Postsecondary",0.17517967145790553,High-Tech,3.4842857142857144,3.1666666666666665,1.1575,1.0,2.668333333333333,2.4375,Not Applicable,Low Enhancement Potential
25-1065.00,"Political Science Teachers, Postsecondary",0.1312082822503746,Medium-Tech,3.5014285714285713,3.2066666666666666,1.1575,1.0,2.523333333333333,1.72,High Transformation Potential,Not Applicable
25-1066.00,"Psychology Teachers, Postsecondary",0.17462882537117463,High-Tech,3.644285714285714,3.185,1.22,1.0,2.625,2.47,Not Applicable,Low Enhancement Potential
25-1067.00,"Sociology Teachers, Postsecondary",0.1455477155045207,Medium-Tech,3.444285714285715,3.145,1.22,1.0,2.565,1.9375,High Transformation Potential,Not Applicable
25-1071.00,"Health Specialties Teachers, Postsecondary",0.14918277077370676,Medium-Tech,3.661428571428571,3.2483333333333335,1.78,1.465,2.6916666666666664,2.2525,High Transformation Potential,Not Applicable
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",0.1557725122914735,Medium-Tech,3.6628571428571424,3.52,1.905,1.0625,2.7483333333333335,2.38,High Transformation Potential,Not Applicable
25-1081.00,"Education Teachers, Postsecondary",0.13429909018637928,Medium-Tech,3.605714285714286,3.188333333333333,1.125,1.0,2.7483333333333335,1.81,High Transformation Potential,Not Applicable
25-1082.00,"Library Science Teachers, Postsecondary",0.14500293918948562,Medium-Tech,3.552857142857143,3.1650000000000005,1.28,1.0,2.6033333333333335,1.9675,High Transformation Potential,Not Applicable
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.12291743119266053,Medium-Tech,3.622857142857143,3.105,1.155,1.0,2.4983333333333335,1.595,High Transformation Potential,Not Applicable
25-1112.00,"Law Teachers, Postsecondary",0.13518253982604922,Medium-Tech,3.555714285714285,3.145,1.25,1.0,2.436666666666667,1.78,High Transformation Potential,Not Applicable
25-1113.00,"Social Work Teachers, Postsecondary",0.15321045777822298,Medium-Tech,3.731428571428572,3.5016666666666665,1.22,1.0,2.623333333333333,2.185,High Transformation Potential,Not Applicable
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",0.12383698073646968,Medium-Tech,3.5342857142857147,3.2083333333333335,1.3425,1.1875,2.6666666666666665,1.6875,High Transformation Potential,Not Applicable
25-1122.00,"Communications Teachers, Postsecondary",0.13539011378866317,Medium-Tech,3.552857142857143,3.2283333333333335,1.2825,1.0,2.686666666666667,1.84,High Transformation Potential,Not Applicable
25-1123.00,"English Language and Literature Teachers, Postsecondary",0.12831193725866055,Medium-Tech,3.4285714285714284,3.3100000000000005,1.125,1.0,2.3966666666666665,1.6575,High Transformation Potential,Not Applicable
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",0.13914402434677706,Medium-Tech,3.518571428571428,3.105,1.28,1.0,2.3100000000000005,1.8125,High Transformation Potential,Not Applicable
25-1125.00,"History Teachers, Postsecondary",0.11849303938031526,Medium-Tech,3.5714285714285716,3.2483333333333335,1.1575,1.0,2.6466666666666665,1.5625,High Transformation Potential,Not Applicable
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",0.13636114911080713,Medium-Tech,3.448571428571428,3.126666666666667,1.22,1.0,2.4783333333333335,1.78,High Transformation Potential,Not Applicable
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",0.15477207287328185,Medium-Tech,3.355714285714286,3.0216666666666665,1.47,1.0,2.58,2.0925,High Transformation Potential,Not Applicable
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",0.13438055620785666,Medium-Tech,3.5714285714285716,3.2466666666666666,1.6575,1.0,2.811666666666667,1.9075,High Transformation Potential,Not Applicable
25-1194.00,"Career/Technical Education Teachers, Postsecondary",0.12379703910702232,Medium-Tech,3.4642857142857144,3.2283333333333335,2.2825,1.75,2.563333333333333,1.8775,High Transformation Potential,Not Applicable
25-2011.00,"Preschool Teachers, Except Special Education",0.1143151939942718,Low-Tech,3.1957142857142857,3.5,1.625,1.095,2.438333333333333,1.53,High Transformation Potential,Not Applicable
25-2012.00,"Kindergarten Teachers, Except Special Education",0.11823300129926374,Medium-Tech,3.2857142857142856,3.685000000000001,1.565,1.0,2.5833333333333335,1.625,High Transformation Potential,Not Applicable
25-2021.00,"Elementary School Teachers, Except Special Education",0.1449241943851963,Medium-Tech,3.5700000000000003,3.688333333333333,1.4375,1.125,2.5400000000000005,2.095,High Transformation Potential,Not Applicable
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",0.13936918347580746,Medium-Tech,3.4642857142857144,3.5416666666666665,1.4075,1.0,2.7516666666666665,1.97,High Transformation Potential,Not Applicable
25-2023.00,"Career/Technical Education Teachers, Middle School",0.13416028213547365,Medium-Tech,3.5014285714285713,3.356666666666667,1.94,1.3125,2.6033333333333335,1.97,High Transformation Potential,Not Applicable
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",0.14704211229946523,Medium-Tech,3.4642857142857144,3.456666666666667,1.47,1.095,2.6666666666666665,2.095,High Transformation Potential,Not Applicable
25-2032.00,"Career/Technical Education Teachers, Secondary School",0.13314460847390217,Medium-Tech,3.4128571428571424,3.581666666666667,2.0625,1.4675,2.7083333333333335,2.0325,High Transformation Potential,Not Applicable
25-2051.00,"Special Education Teachers, Preschool",0.1378929950358522,Medium-Tech,3.34,3.375,1.5025,1.03,2.475,1.875,High Transformation Potential,Not Applicable
25-2057.00,"Special Education Teachers, Middle School",0.13156346267003566,Medium-Tech,3.4642857142857144,3.6666666666666665,1.22,1.03,2.5666666666666664,1.81,High Transformation Potential,Not Applicable
25-2058.00,"Special Education Teachers, Secondary School",0.14075638786204656,Medium-Tech,3.5171428571428573,3.688333333333333,1.625,1.03,2.73,2.0625,High Transformation Potential,Not Applicable
25-2059.01,Adapted Physical Education Specialists,0.11618475403680059,Low-Tech,3.5385714285714287,3.5833333333333335,1.875,1.03,2.5816666666666666,1.6575,High Transformation Potential,Not Applicable
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.14717147502135514,Medium-Tech,3.1785714285714284,3.3349999999999995,1.25,1.0,2.2900000000000005,1.9075,High Transformation Potential,Not Applicable
