O*NET-SOC Code,Title,technical_composition,cognitive_skills,social_skills,operations_skills,maintenance_skills,management_skills,technical_skills,AI_Benefit_Classification,AI_Benefit_Score
11-2011.00,Advertising and Promotions Managers,0.14398378789158153,3.357142857142857,3.3333333333333335,1.31,1.03,3.0383333333333336,2.03,High AI Benefit,1.8623956385729163
29-1128.00,Exercise Physiologists,0.158561324634026,3.41,3.436666666666667,2.06,1.3425,2.5399999999999996,2.41,Moderate AI Benefit,1.8589646362190908
19-4099.03,Remote Sensing Technicians,0.173841059602649,3.0728571428571425,2.686666666666667,2.5975,1.81,2.6050000000000004,2.6875,Low AI Benefit,1.8558663276568907
11-3121.00,Human Resources Managers,0.12982220731298222,3.5,3.669999999999999,1.405,1.0,3.395,1.935,Moderate AI Benefit,1.851627725595438
13-1081.00,Logisticians,0.14172619574934162,3.552857142857143,3.395,1.5925,1.0,3.1466666666666665,2.095,High AI Benefit,1.8500893041703148
29-1241.00,"Ophthalmologists, Except Pediatric",0.15866529038781574,3.661428571428571,3.6666666666666665,2.5925,1.47,2.8733333333333335,2.69,Minimal AI Benefit,1.8461023258811646
25-1032.00,"Engineering Teachers, Postsecondary",0.19023636743954048,3.5357142857142856,3.125,1.69,1.03,2.6016666666666666,2.815,High AI Benefit,1.8415891908002961
13-1199.06,Online Merchants,0.1567736590319908,2.8757142857142854,3.0416666666666665,1.4675,1.155,2.7283333333333335,2.095,High AI Benefit,1.8393863780405395
17-3012.00,Electrical and Electronics Drafters,0.1583378712352867,3.1242857142857146,2.75,2.2525,1.31,2.523333333333333,2.25,Moderate AI Benefit,1.8391706445615985
27-1027.00,Set and Exhibit Designers,0.14032150033489618,3.34,3.0833333333333335,1.875,1.535,3.0016666666666665,2.095,High AI Benefit,1.8323752511721367
11-3071.04,Supply Chain Managers,0.12759444354258948,3.5728571428571425,3.5600000000000005,1.7175,1.0,3.5849999999999995,1.965,Moderate AI Benefit,1.8272948381133485
29-1229.03,Urologists,0.15014192406299598,3.518571428571428,3.2733333333333334,2.4075,1.125,2.9350000000000005,2.3425,High AI Benefit,1.8212645913633427
13-1199.05,Sustainability Specialists,0.14926968293551834,3.3200000000000003,3.061666666666667,1.81,1.06,2.688333333333333,2.095,High AI Benefit,1.8144438902743145
47-4011.00,Construction and Building Inspectors,0.15542964903789988,3.108571428571428,2.936666666666667,2.3775,1.0,2.6266666666666665,2.2175,Moderate AI Benefit,1.8126882954421732
13-2053.00,Insurance Underwriters,0.147969218430751,3.0171428571428573,2.8966666666666665,1.25,1.0,2.4599999999999995,1.845,High AI Benefit,1.8107613121266761
15-1244.00,Network and Computer Systems Administrators,0.15730235676344698,3.4642857142857144,2.855,3.345,2.815,3.0833333333333335,2.905,Moderate AI Benefit,1.8082963439101596
19-3033.00,Clinical and Counseling Psychologists,0.14303394319145624,3.5171428571428573,3.5833333333333335,1.1875,1.0,2.5,1.9675,High AI Benefit,1.8062795154558111
43-3061.00,Procurement Clerks,0.1366719324964763,3.1257142857142854,3.02,1.2175,1.0,2.5016666666666665,1.72,High AI Benefit,1.8038636684995717
53-6041.00,Traffic Technicians,0.15892050482000653,3.052857142857143,2.898333333333333,2.5325,1.75,2.6666666666666665,2.4375,Low AI Benefit,1.8035610525843084
11-3031.00,Financial Managers,0.14249525015832806,3.3200000000000003,3.3733333333333335,1.5325,1.0625,3.1233333333333335,2.0625,High AI Benefit,1.803025042220815
17-1022.00,Surveyors,0.15941731637258924,3.052857142857143,2.875,2.47,1.72,2.563333333333333,2.405,Moderate AI Benefit,1.7973415596850146
25-1052.00,"Chemistry Teachers, Postsecondary",0.1802090396801272,3.731428571428572,3.0849999999999995,1.875,1.185,2.645,2.7525,High AI Benefit,1.7972137817375884
25-1053.00,"Environmental Science Teachers, Postsecondary",0.17087546999924969,3.608571428571428,3.105,1.5025,1.0,2.6233333333333335,2.44,High AI Benefit,1.7953736688068977
11-2022.00,Sales Managers,0.12998311203383792,3.5357142857142856,3.8766666666666665,1.5625,1.0,3.395,1.9975,Low AI Benefit,1.792244463547004
13-2052.00,Personal Financial Advisors,0.14837502719164672,3.265714285714286,3.27,1.3425,1.0,2.7733333333333334,2.03,High AI Benefit,1.792157833266002
19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.1603908502694053,3.1957142857142857,2.918333333333333,2.6575,1.595,2.563333333333333,2.47,Moderate AI Benefit,1.7921298807048232
29-2011.01,Cytogenetic Technologists,0.1551916726024736,3.144285714285714,2.688333333333333,2.47,1.4975,2.625,2.2825,Moderate AI Benefit,1.7900339493467528
17-3025.00,Environmental Engineering Technologists and Technicians,0.15832214427778538,3.3042857142857143,2.898333333333333,2.9375,2.065,2.75,2.625,Moderate AI Benefit,1.787615600210344
27-2041.00,Music Directors and Composers,0.1310437539171428,3.107142857142857,3.063333333333333,1.375,1.095,2.7483333333333335,1.7175,High AI Benefit,1.7833971863290476
47-4011.01,Energy Auditors,0.15587688939932323,3.2857142857142856,2.9399999999999995,2.6875,1.5625,2.561666666666667,2.4075,Low AI Benefit,1.7812060176595361
25-1063.00,"Economics Teachers, Postsecondary",0.1722561785809195,3.394285714285714,2.938333333333333,1.25,1.0,2.5416666666666665,2.315,High AI Benefit,1.7789680536046466
19-5012.00,Occupational Health and Safety Technicians,0.15697449144333225,3.1242857142857146,3.06,2.595,1.03,2.6233333333333335,2.315,Low AI Benefit,1.7768988152897582
19-3034.00,School Psychologists,0.14719922653936793,3.5,3.5833333333333335,1.2825,1.0,2.395,2.03,High AI Benefit,1.776447292887788
13-1041.01,Environmental Compliance Inspectors,0.15437784402949944,3.447142857142857,2.9599999999999995,2.8125,1.03,2.581666666666667,2.3425,Moderate AI Benefit,1.7740665017222956
51-9162.00,Computer Numerically Controlled Tool Programmers,0.17488220888767955,3.197142857142857,2.5849999999999995,3.095,2.2175,2.6233333333333335,2.9075,Low AI Benefit,1.7729151120592592
25-9021.00,Farm and Home Management Educators,0.1484229346862679,3.537142857142857,3.625,1.94,1.0625,3.1033333333333335,2.3125,Moderate AI Benefit,1.7705576523543185
21-1091.00,Health Education Specialists,0.1381121699946537,3.4642857142857144,3.375,1.44,1.0,2.811666666666667,1.9375,High AI Benefit,1.77042235688605
21-1014.00,Mental Health Counselors,0.1434604835860073,3.518571428571428,3.645,1.375,1.0,2.581666666666667,2.03,Moderate AI Benefit,1.768337883027216
19-4012.01,Precision Agriculture Technicians,0.15766536964980546,3.2699999999999996,2.77,2.75,2.22,2.52,2.5325,Low AI Benefit,1.766703793774319
13-1199.04,Business Continuity Planners,0.13054673212051207,3.5714285714285716,3.2900000000000005,1.75,1.0625,3.23,1.9375,High AI Benefit,1.761395705278935
19-4071.00,Forest and Conservation Technicians,0.1548071700162955,3.0,2.9150000000000005,2.5625,1.8425,2.6466666666666665,2.375,Low AI Benefit,1.7544084283903676
25-1054.00,"Physics Teachers, Postsecondary",0.17443226745689813,3.658571428571429,3.1650000000000005,1.965,1.8425,2.668333333333333,2.81,High AI Benefit,1.7490724599086673
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",0.1639905548996458,3.68,3.2900000000000005,1.125,1.0,2.706666666666667,2.315,High AI Benefit,1.7450502754820938
19-1032.00,Foresters,0.1406395933941022,3.448571428571428,3.186666666666667,2.595,1.59,3.3100000000000005,2.3125,Moderate AI Benefit,1.744089767355548
29-1022.00,Oral and Maxillofacial Surgeons,0.14773375455223553,3.714285714285715,3.145,2.5649999999999995,1.72,2.73,2.405,Moderate AI Benefit,1.7401395695042532
19-4092.00,Forensic Science Technicians,0.1513378401408851,3.16,2.875,2.4675,1.53,2.4166666666666665,2.22,Moderate AI Benefit,1.7395157738264313
27-1024.00,Graphic Designers,0.1452287521351738,3.0342857142857147,2.9983333333333335,1.5,1.03,2.4583333333333335,1.8725,High AI Benefit,1.7393303943778704
43-4011.00,Brokerage Clerks,0.1433475055583727,2.8214285714285716,2.793333333333333,1.28,1.0,2.563333333333333,1.75,Moderate AI Benefit,1.7379067456447805
43-4131.00,Loan Interviewers and Clerks,0.15033991583036585,3.09,3.043333333333333,1.5325,1.0,2.27,1.935,Moderate AI Benefit,1.735356372072947
11-3061.00,Purchasing Managers,0.1286640645652884,3.392857142857143,3.668333333333333,1.78,1.0,3.5,1.97,Low AI Benefit,1.734788511692795
13-1031.00,"Claims Adjusters, Examiners, and Investigators",0.14919386551317343,3.1257142857142854,3.0416666666666665,1.81,1.03,2.5833333333333335,2.0325,High AI Benefit,1.7342321007246781
29-1129.01,Art Therapists,0.13926127900224694,3.448571428571428,3.4150000000000005,1.4675,1.22,2.625,1.97,High AI Benefit,1.7298073336507214
13-2071.00,Credit Counselors,0.1457783889684274,3.1957142857142857,3.2283333333333335,1.0625,1.0,2.3100000000000005,1.8425,High AI Benefit,1.7287779328180675
17-1012.00,Landscape Architects,0.14551356581586072,3.537142857142858,3.3333333333333335,2.0625,1.0,3.1033333333333335,2.22,Moderate AI Benefit,1.7284998613078937
21-1023.00,Mental Health and Substance Abuse Social Workers,0.14123372653237576,3.5542857142857143,3.731666666666666,1.565,1.0,2.6899999999999995,2.0625,Moderate AI Benefit,1.7260144714347438
29-2091.00,Orthotists and Prosthetists,0.1566449410760788,3.481428571428572,3.27,2.5925,1.7825,2.5216666666666665,2.535,Moderate AI Benefit,1.725447769956752
29-2056.00,Veterinary Technologists and Technicians,0.15059359245405757,3.0700000000000003,2.956666666666667,2.595,1.8725,2.563333333333333,2.315,Low AI Benefit,1.7238275735892012
19-4031.00,Chemical Technicians,0.1580323547543632,3.302857142857143,2.811666666666667,3.0625,2.345,2.6233333333333335,2.655,Moderate AI Benefit,1.7235775273545568
25-4022.00,Librarians and Media Collections Specialists,0.13279666741724838,3.018571428571428,2.9583333333333335,1.375,1.09,2.561666666666667,1.685,High AI Benefit,1.7199311931032266
43-6011.00,Executive Secretaries and Executive Administrative Assistants,0.1487893064533801,2.8385714285714285,3.19,1.53,1.06,2.48,1.94,Moderate AI Benefit,1.7179054297296874
41-3021.00,Insurance Sales Agents,0.15142511071577275,2.877142857142857,3.1649999999999996,1.405,1.0,2.2283333333333335,1.905,Moderate AI Benefit,1.7174402684575856
21-1022.00,Healthcare Social Workers,0.13903301886792455,3.5,3.6233333333333335,1.465,1.0,2.58,1.965,Moderate AI Benefit,1.714365566037736
25-1011.00,"Business Teachers, Postsecondary",0.15450123790627032,3.5014285714285713,3.125,1.28,1.0,2.5583333333333336,2.095,High AI Benefit,1.7142781421957556
21-1013.00,Marriage and Family Therapists,0.12843540916109109,3.5885714285714285,3.77,1.2175,1.0,2.52,1.7825,Moderate AI Benefit,1.712291789206676
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",0.14640337072947865,3.1257142857142854,3.3733333333333335,1.595,1.0,2.9166666666666665,2.06,Moderate AI Benefit,1.70767370231508
17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.15576576108343296,3.162857142857143,2.893333333333333,2.9075,1.9675,2.605,2.4975,Low AI Benefit,1.7039361161729676
21-1015.00,Rehabilitation Counselors,0.13567100338620566,3.3028571428571425,3.4766666666666666,1.2475,1.0,2.52,1.8125,High AI Benefit,1.7021877975660056
13-1041.03,Equal Opportunity Representatives and Officers,0.14484563149135377,3.357142857142857,3.2283333333333335,1.405,1.03,2.418333333333333,1.9375,High AI Benefit,1.699037091172119
25-3041.00,Tutors,0.14162300746850964,3.355714285714286,3.375,1.125,1.0,2.145,1.815,High AI Benefit,1.6983590975683553
29-1161.00,Nurse Midwives,0.14919383905615494,3.6257142857142854,3.438333333333333,1.9375,1.0625,2.581666666666667,2.2175,High AI Benefit,1.696315341458447
13-2082.00,Tax Preparers,0.15219219219219218,2.872857142857143,2.77,1.315,1.0,2.125,1.81,Moderate AI Benefit,1.6913869583869585
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.11747691899686728,3.4828571428571427,3.436666666666667,1.5925,1.0,3.1650000000000005,1.6875,Moderate AI Benefit,1.6902585022033212
13-1071.00,Human Resources Specialists,0.1293933352321276,2.9642857142857144,3.1266666666666665,1.3425,1.0,2.483333333333333,1.6225,Moderate AI Benefit,1.687573101883875
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",0.1455918874172186,3.018571428571428,2.9399999999999995,1.5325,1.03,2.2916666666666665,1.8425,Moderate AI Benefit,1.6861727964364552
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",0.12256523194011035,3.537142857142857,3.773333333333333,1.7825,1.0,3.33,1.875,Low AI Benefit,1.6847640260761008
19-1031.02,Range Managers,0.14605795950774114,3.355714285714286,3.145,2.31,1.285,2.7083333333333335,2.19,High AI Benefit,1.6845480963723323
17-3027.00,Mechanical Engineering Technologists and Technicians,0.15712345062045568,3.194285714285715,2.8966666666666665,3.1575,2.3425,2.6650000000000005,2.6575,Low AI Benefit,1.677711839076357
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",0.16879265028574184,3.5885714285714285,3.188333333333333,1.9075,1.0,2.6266666666666665,2.5,High AI Benefit,1.6754171331429533
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.11871113623516111,3.41,3.5833333333333335,1.685,1.0,3.313333333333333,1.75,Moderate AI Benefit,1.6751556434897308
13-1021.00,"Buyers and Purchasing Agents, Farm Products",0.14059190322662973,3.018571428571428,3.0833333333333335,2.0,1.03,2.895,1.9675,High AI Benefit,1.6750061851027276
13-2099.04,"Fraud Examiners, Investigators and Analysts",0.13497579576493496,3.268571428571428,3.2283333333333335,1.345,1.0,2.5816666666666666,1.7825,High AI Benefit,1.6697664756534627
27-3031.00,Public Relations Specialists,0.12359849796266212,3.2528571428571427,3.5,1.25,1.0,2.75,1.6575,Moderate AI Benefit,1.6694340285836031
17-1021.00,Cartographers and Photogrammetrists,0.157182210301207,2.944285714285715,2.7099999999999995,1.7825,1.2825,2.3533333333333335,2.065,Low AI Benefit,1.66737583129232
11-1011.00,Chief Executives,0.12423751934916136,3.928571428571429,3.831666666666667,1.815,1.03,4.1450000000000005,2.0925,Minimal AI Benefit,1.6655991748649221
11-9071.00,Gambling Managers,0.13122331190465017,3.447142857142857,3.5833333333333335,1.9675,1.0,3.2266666666666666,1.9975,Moderate AI Benefit,1.6632756392853232
13-1131.00,Fundraisers,0.13666254424495713,3.108571428571428,3.625,1.435,1.03,2.8516666666666666,1.9075,Low AI Benefit,1.6626700953335403
29-1127.00,Speech-Language Pathologists,0.14250431205512953,3.787142857142857,3.4599999999999995,1.9025,1.125,2.3316666666666666,2.095,Moderate AI Benefit,1.655384139812001
25-1113.00,"Social Work Teachers, Postsecondary",0.15321045777822298,3.731428571428572,3.5016666666666665,1.22,1.0,2.623333333333333,2.185,High AI Benefit,1.6552604117475902
25-4011.00,Archivists,0.13794656681962783,3.018571428571429,2.7916666666666665,1.6225,1.0,2.5033333333333334,1.75,Moderate AI Benefit,1.6534558410115547
21-2021.00,"Directors, Religious Activities and Education",0.1229502139085736,3.518571428571428,3.605,1.655,1.0,2.936666666666667,1.7825,Low AI Benefit,1.652426939156198
29-1021.00,"Dentists, General",0.14721427532366774,3.66,3.605,2.595,1.6275,3.168333333333333,2.53,Minimal AI Benefit,1.6491666302995036
21-2011.00,Clergy,0.10944511509803105,3.4285714285714284,3.9166666666666665,1.2825,1.0,3.106666666666667,1.565,Low AI Benefit,1.6490340933192993
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",0.15563131259660787,2.5728571428571425,2.5216666666666665,1.215,1.0,2.185,1.75,Moderate AI Benefit,1.6490072131357465
27-1011.00,Art Directors,0.11787259397424937,3.4285714285714284,3.2283333333333335,1.4975,1.09,2.9166666666666665,1.625,High AI Benefit,1.6475302693860634
29-1024.00,Prosthodontists,0.1423668143924133,3.358571428571428,3.081666666666667,2.34,1.7525,2.645,2.1875,High AI Benefit,1.647135040849637
19-4021.00,Biological Technicians,0.1749500618282127,3.108571428571428,2.3349999999999995,2.78,1.6875,2.48,2.6275,Low AI Benefit,1.6455930735416016
43-4051.00,Customer Service Representatives,0.13959294164828553,2.7671428571428573,3.105,1.2175,1.0,2.1266666666666665,1.6575,Moderate AI Benefit,1.6443193433880468
25-1021.00,"Computer Science Teachers, Postsecondary",0.17660438667749798,3.61,3.3100000000000005,1.78,1.22,2.75,2.7175,High AI Benefit,1.6442403533712429
27-3043.05,"Poets, Lyricists and Creative Writers",0.13726496621798565,3.0357142857142856,2.6033333333333335,1.1875,1.0,1.9783333333333335,1.56,Moderate AI Benefit,1.6429392865248547
25-1042.00,"Biological Science Teachers, Postsecondary",0.1676753804634228,3.661428571428571,3.2083333333333335,1.5625,1.3125,2.6649999999999996,2.5,High AI Benefit,1.6414709744791225
29-2099.08,Patient Representatives,0.13943319838056678,2.9271428571428575,3.563333333333333,1.25,1.0,2.6466666666666665,1.845,Moderate AI Benefit,1.6413852419510313
29-2033.00,Nuclear Medicine Technologists,0.1560194967162221,3.052857142857143,2.981666666666666,2.845,1.9375,2.355,2.435,Low AI Benefit,1.6411158575543963
43-4041.00,"Credit Authorizers, Checkers, and Clerks",0.13736281015126264,2.6242857142857146,2.811666666666667,1.0925,1.0,2.268333333333333,1.56,Moderate AI Benefit,1.6373412641008478
29-1141.04,Clinical Nurse Specialists,0.14185735150925027,3.732857142857142,3.686666666666667,2.19,1.03,2.7899999999999996,2.22,Low AI Benefit,1.6357150159966616
29-2011.00,Medical and Clinical Laboratory Technologists,0.15170450851351255,3.0885714285714285,2.9166666666666665,3.065,2.2825,2.6266666666666665,2.5,Low AI Benefit,1.6297753036068177
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",0.13638001080713272,2.858571428571428,2.8966666666666665,1.3125,1.0,2.2066666666666666,1.6225,Moderate AI Benefit,1.6277645616344882
33-9021.00,Private Detectives and Investigators,0.13560920749514777,3.164285714285714,2.918333333333333,1.7825,1.0625,2.418333333333333,1.78,Moderate AI Benefit,1.627536988137779
29-1023.00,Orthodontists,0.1415569135005883,3.678571428571429,3.4399999999999995,2.2825,1.25,2.811666666666667,2.22,Moderate AI Benefit,1.6256753877282497
43-4111.00,"Interviewers, Except Eligibility and Loan",0.13275862068965516,2.8042857142857143,3.0849999999999995,1.28,1.0,2.25,1.595,Moderate AI Benefit,1.6252266009852216
23-1012.00,Judicial Law Clerks,0.12837493632195618,3.142857142857143,2.7900000000000005,1.25,1.0,2.0016666666666665,1.5,Moderate AI Benefit,1.6248598961744656
31-9099.01,Speech-Language Pathology Assistants,0.14002749487978003,2.9271428571428575,3.0,1.5625,1.1875,2.27,1.7825,Moderate AI Benefit,1.6245069463649444
29-1229.06,Sports Medicine Physicians,0.14639885643074443,3.6957142857142857,3.5833333333333335,2.5,1.125,2.9583333333333335,2.3775,Low AI Benefit,1.6221162356028438
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",0.15477207287328185,3.355714285714286,3.0216666666666665,1.47,1.0,2.58,2.0925,High AI Benefit,1.620589159818391
27-3043.00,Writers and Authors,0.12173544204084105,2.892857142857143,3.17,1.125,1.0,2.1650000000000005,1.435,Moderate AI Benefit,1.6185383328572296
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",0.13733925262790994,3.037142857142857,3.0216666666666665,1.625,1.2825,2.23,1.7825,Moderate AI Benefit,1.6169314318167323
27-2012.04,Talent Directors,0.1286019555785793,3.1799999999999997,3.23,1.2825,1.0,2.5216666666666665,1.655,High AI Benefit,1.612940177858361
27-1023.00,Floral Designers,0.12989480827960637,2.91,2.858333333333333,1.4075,1.155,2.3533333333333335,1.595,Moderate AI Benefit,1.6127151623119558
13-1075.00,Labor Relations Specialists,0.11341354923932676,3.2671428571428573,3.5849999999999995,1.185,1.0,2.7083333333333335,1.5025,Moderate AI Benefit,1.6125248032900248
23-2011.00,Paralegals and Legal Assistants,0.15047770700636945,2.7142857142857144,2.7716666666666665,1.1875,1.0,1.8533333333333335,1.6875,Moderate AI Benefit,1.6113684030937216
43-4021.00,Correspondence Clerks,0.14469814281705654,2.7157142857142853,2.77,1.25,1.0,2.061666666666667,1.6575,Moderate AI Benefit,1.6098304046216028
11-2021.00,Marketing Managers,0.13796140668433643,3.6257142857142854,3.4783333333333335,1.4075,1.0,3.188333333333333,2.0325,Moderate AI Benefit,1.6095851614904155
29-9099.01,Midwives,0.14629578766011636,3.305714285714285,3.393333333333333,1.845,1.125,2.5416666666666665,2.0925,High AI Benefit,1.6071721615723118
19-1031.03,Park Naturalists,0.132992090128683,3.175714285714286,3.186666666666667,2.065,1.1875,2.625,1.8775,Moderate AI Benefit,1.6058592202122954
27-1014.00,Special Effects Artists and Animators,0.13855322871671497,2.9985714285714287,2.7933333333333334,1.78,1.22,2.461666666666666,1.81,Low AI Benefit,1.6040791576513596
11-9199.10,Wind Energy Development Managers,0.13831893592220607,3.2328571428571427,3.2516666666666665,2.095,1.1225,3.1466666666666665,2.0625,Moderate AI Benefit,1.60253889477534
27-1025.00,Interior Designers,0.13537192922178318,3.3000000000000003,3.4783333333333335,1.9075,1.0,2.8966666666666665,1.97,Moderate AI Benefit,1.6013850856095746
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",0.12180249851279,3.4114285714285715,3.7266666666666666,1.3125,1.0,2.5,1.6575,Moderate AI Benefit,1.6000408876519077
15-1212.00,Information Security Analysts,0.14749503123787502,3.2885714285714287,2.7916666666666665,2.4675,1.6225,2.6466666666666665,2.2175,Moderate AI Benefit,1.5996671331420864
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.12862694300518135,3.0,3.5849999999999995,1.125,1.0,2.5016666666666665,1.655,Moderate AI Benefit,1.598527633851468
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",0.13858323831242875,3.251428571428572,3.1466666666666665,2.78,2.065,3.1466666666666665,2.315,Low AI Benefit,1.5978151436173103
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.12865965233302837,3.5,3.668333333333333,1.78,1.0,2.75,1.875,Low AI Benefit,1.5973087831655994
11-9021.00,Construction Managers,0.13040140299114097,3.5357142857142856,3.3333333333333335,2.47,1.0,3.4150000000000005,2.0625,Moderate AI Benefit,1.591708481897565
43-4061.00,"Eligibility Interviewers, Government Programs",0.13083568699119455,2.801428571428572,3.081666666666667,1.125,1.0,1.9566666666666668,1.5,Moderate AI Benefit,1.5911987139929906
11-1021.00,General and Operations Managers,0.11791054192164532,3.462857142857143,3.5,2.065,1.0,3.2883333333333336,1.78,Low AI Benefit,1.5835678491067111
29-1123.00,Physical Therapists,0.13564317629536726,3.4285714285714284,3.438333333333333,2.0625,1.4075,2.7899999999999996,2.06,Moderate AI Benefit,1.5801439741766425
41-1011.00,First-Line Supervisors of Retail Sales Workers,0.13192481868636996,3.0885714285714285,3.4166666666666665,1.72,1.0,2.9150000000000005,1.845,Moderate AI Benefit,1.577629722545152
19-4051.02,Nuclear Monitoring Technicians,0.15015239826747234,3.09,2.9599999999999995,3.0925,1.56,2.5416666666666665,2.34,Low AI Benefit,1.5776167272694863
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.145828499453081,3.052857142857143,3.73,1.69,1.155,2.643333333333334,2.095,Low AI Benefit,1.575030700466736
11-9131.00,Postmasters and Mail Superintendents,0.13010559089229415,3.2857142857142856,3.5833333333333335,2.0925,1.0,3.2099999999999995,1.97,Low AI Benefit,1.574048139551601
39-5091.00,"Makeup Artists, Theatrical and Performance",0.13030885316586213,2.891428571428572,2.7483333333333335,1.6875,1.155,2.563333333333333,1.655,Low AI Benefit,1.571021462270994
27-2012.00,Producers and Directors,0.12227436480849449,3.3385714285714285,3.315,2.095,1.1875,3.2900000000000005,1.8425,Moderate AI Benefit,1.568478133972588
17-3031.00,Surveying and Mapping Technicians,0.1638489145350269,2.857142857142857,2.7733333333333334,2.22,1.0925,2.3733333333333335,2.2175,Low AI Benefit,1.567715248491642
43-5061.00,"Production, Planning, and Expediting Clerks",0.14405531724182083,2.75,2.643333333333334,1.9675,1.03,2.75,1.875,Moderate AI Benefit,1.5648602770130398
25-1031.00,"Architecture Teachers, Postsecondary",0.15162885894593212,3.75,3.351666666666667,1.595,1.03,2.7083333333333335,2.2225,High AI Benefit,1.5647426729774292
29-1291.00,Acupuncturists,0.13772920944790715,3.0157142857142856,2.9983333333333335,1.875,1.125,2.3333333333333335,1.8125,Moderate AI Benefit,1.5619391378295797
23-2093.00,"Title Examiners, Abstractors, and Searchers",0.1282609619306594,2.7842857142857147,2.5833333333333335,1.2175,1.0,2.185,1.4375,Low AI Benefit,1.5615264619954032
11-3131.00,Training and Development Managers,0.12700538998097652,3.6957142857142857,3.6666666666666665,1.4375,1.0,3.311666666666667,1.9075,Low AI Benefit,1.5606557696953227
27-1022.00,Fashion Designers,0.10767757099620065,3.552857142857143,3.6233333333333335,1.8125,1.125,3.0833333333333335,1.5925,Low AI Benefit,1.5583774508676547
29-2052.00,Pharmacy Technicians,0.1566143487473971,2.908571428571429,2.6650000000000005,2.06,1.0,2.311666666666667,2.0325,Low AI Benefit,1.5577514110920807
11-9179.01,Fitness and Wellness Coordinators,0.12320353466692562,3.1614285714285715,3.438333333333333,1.8425,1.375,3.0816666666666666,1.8125,Moderate AI Benefit,1.557027847524716
43-4141.00,New Accounts Clerks,0.1452445847080763,2.66,2.918333333333333,1.3725,1.0,1.9800000000000004,1.6875,Moderate AI Benefit,1.5566477131449339
31-9011.00,Massage Therapists,0.14369782400437936,2.7842857142857147,2.5216666666666665,1.3775,1.0,2.0,1.625,Moderate AI Benefit,1.55559714592009
23-1022.00,"Arbitrators, Mediators, and Conciliators",0.12454379562043795,3.2157142857142857,3.52,1.125,1.0,2.105,1.56,Moderate AI Benefit,1.5543318561001045
13-1041.04,Government Property Inspectors and Investigators,0.13699828280720902,3.3042857142857143,3.1666666666666665,2.5625,1.0,2.77,2.0325,Low AI Benefit,1.5540237517299937
27-2032.00,Choreographers,0.10668496046130028,3.2857142857142856,3.4583333333333335,1.1875,1.0,2.5400000000000005,1.37,Moderate AI Benefit,1.5520759330431226
43-9031.00,Desktop Publishers,0.1341258824631473,3.1785714285714284,2.7716666666666665,2.1575,1.435,2.561666666666667,1.875,Low AI Benefit,1.5490001124305393
11-9199.02,Compliance Managers,0.12627238757892026,3.3214285714285716,3.395,1.7175,1.03,2.645,1.75,Moderate AI Benefit,1.5485604993833637
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",0.12162049283029373,2.944285714285715,3.0400000000000005,1.7175,1.0,2.5649999999999995,1.56,Moderate AI Benefit,1.5454931534774565
27-3023.00,"News Analysts, Reporters, and Journalists",0.1262261973456434,2.858571428571428,3.0416666666666665,1.5625,1.0,2.3533333333333335,1.5625,Low AI Benefit,1.544809547852609
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",0.14484963228648354,2.607142857142857,3.188333333333333,1.655,1.0,2.25,1.8125,Moderate AI Benefit,1.5435510939550734
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.15048244855611276,3.197142857142857,2.7083333333333335,3.4375,2.655,2.6233333333333335,2.59,Low AI Benefit,1.5433076175654423
41-3041.00,Travel Agents,0.14899156616423198,2.8385714285714285,3.391666666666667,1.405,1.03,2.23,1.9075,Moderate AI Benefit,1.5417383387176689
23-1023.00,"Judges, Magistrate Judges, and Magistrates",0.12910529235945808,3.7514285714285713,3.2083333333333335,1.0625,1.0,2.563333333333333,1.7175,Moderate AI Benefit,1.5412673327819126
43-3021.00,Billing and Posting Clerks,0.1561703996486605,2.6257142857142854,2.5,1.6875,1.315,2.1650000000000005,1.905,Low AI Benefit,1.5405249701988832
11-9032.00,"Education Administrators, Kindergarten through Secondary",0.1289430441034068,3.821428571428571,3.834999999999999,1.8425,1.03,3.606666666666667,2.0925,Minimal AI Benefit,1.5388661305524
