O*NET-SOC Code,Title,basic_skills,cognitive_skills,social_skills,operations_skills,maintenance_skills,technical_skills,management_skills,intermediate_automation_risk,automation_risk,automation_risk_score,missing_job
13-1031.00,"Claims Adjusters, Examiners, and Investigators",3.9050000000000002,3.1257142857142854,3.0416666666666665,1.81,1.03,2.0324999999999998,2.5833333333333335,0.49,0.49,58.9,False
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",4.0925,3.5542857142857143,3.226666666666667,1.22,1.0,2.0324999999999998,2.748333333333333,0.49,0.49,58.9,False
43-2021.00,Telephone Operators,3.3125,2.2842857142857147,2.5,1.28,1.0,1.3775,1.8566666666666667,0.49,0.49,58.9,False
13-1041.07,Regulatory Affairs Specialists,3.9699999999999998,3.3757142857142854,3.1033333333333335,1.53,1.0,2.035,2.8966666666666665,0.49,0.49,58.9,False
29-1229.00,"Physicians, All Other",4.1850000000000005,3.605714285714286,3.3333333333333335,1.625,1.095,2.5025,2.8533333333333335,0.49,0.49,58.9,True
25-1042.00,"Biological Science Teachers, Postsecondary",4.0625,3.6614285714285715,3.2083333333333335,1.5625,1.3125,2.5,2.6649999999999996,0.49,0.49,58.9,False
13-1041.08,Customs Brokers,3.8449999999999998,3.141428571428572,3.0216666666666665,1.2825,1.0,1.9075,2.813333333333333,0.49,0.49,58.9,False
11-9199.01,Regulatory Affairs Managers,4.0925,3.4642857142857144,3.1466666666666665,1.2825,1.0,2.065,3.0400000000000005,0.49,0.49,58.9,False
15-1299.00,"Computer Occupations, All Other",3.5324999999999998,3.34,2.793333333333333,2.4375,1.4025,2.435,2.688333333333333,0.49,0.49,58.9,True
29-1071.00,Physician Assistants,4.03,3.642857142857143,3.456666666666667,1.9075,1.03,2.5949999999999998,2.831666666666667,0.49,0.49,58.9,False
43-2099.00,"Communications Equipment Operators, All Other",3.3125,2.2842857142857147,2.5,1.28,1.0,1.3775,1.8566666666666667,0.49,0.49,58.9,True
29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",4.1225000000000005,3.484285714285714,3.3533333333333335,1.7175,1.03,2.31,2.686666666666667,0.49,0.49,58.9,True
29-1213.00,Dermatologists,3.8149999999999995,3.3742857142857146,3.4583333333333335,1.595,1.0625,2.4074999999999998,2.625,0.49,0.49,58.9,False
31-9095.00,Pharmacy Aides,3.2199999999999998,2.6257142857142854,2.6266666666666665,1.845,1.25,1.78,2.0416666666666665,0.49,0.49,58.9,False
13-2023.00,Appraisers and Assessors of Real Estate,3.5949999999999998,2.857142857142857,2.8533333333333335,1.965,1.0,1.875,2.2966666666666664,0.49,0.49,58.9,False
43-4141.00,New Accounts Clerks,3.625,2.66,2.918333333333333,1.3725,1.0,1.6875,1.9800000000000004,0.49,0.49,58.9,False
19-1012.00,Food Scientists and Technologists,3.9699999999999998,3.484285714285714,3.02,2.5925000000000002,1.155,2.5,2.7083333333333335,0.49,0.49,58.9,False
43-6012.00,Legal Secretaries and Administrative Assistants,3.9074999999999998,2.5542857142857143,2.6033333333333335,1.5625,1.0,1.47,1.9366666666666668,0.49,0.49,58.9,False
11-9121.01,Clinical Research Coordinators,3.9699999999999998,3.2471428571428578,3.25,1.5,1.03,2.2800000000000002,2.981666666666667,0.49,0.49,58.9,False
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,3.185,2.7157142857142853,2.706666666666667,2.06,1.465,2.0925000000000002,2.2483333333333335,0.49,0.49,58.9,False
51-3092.00,Food Batchmakers,3.0,2.644285714285714,2.331666666666667,2.7800000000000002,1.435,1.8425,1.9366666666666668,0.49,0.49,58.9,False
25-3031.00,"Substitute Teachers, Short-Term",3.2800000000000002,2.9285714285714284,2.873333333333333,1.78,1.0,1.72,2.105,0.49,0.49,58.9,True
11-9199.00,"Managers, All Other",4.0925,3.4642857142857144,3.1466666666666665,1.2825,1.0,2.065,3.0400000000000005,0.49,0.49,58.9,True
15-1299.01,Web Administrators,3.5324999999999998,3.34,2.793333333333333,2.4375,1.4025,2.435,2.688333333333333,0.49,0.49,58.9,False
51-6051.00,"Sewers, Hand",2.4050000000000002,2.4114285714285715,2.02,2.1875,1.095,1.375,1.9799999999999998,0.49,0.49,58.9,False
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3.7800000000000002,3.2314285714285718,3.1033333333333335,2.3725,1.0,2.285,2.77,0.49,0.49,58.9,False
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",4.155,3.444285714285715,3.145,1.22,1.0,1.9375,2.565,0.49,0.49,58.9,True
43-5061.00,"Production, Planning, and Expediting Clerks",3.465,2.75,2.643333333333334,1.9675,1.03,1.875,2.75,0.49,0.49,58.9,False
17-2041.00,Chemical Engineers,3.5324999999999998,3.642857142857143,2.98,2.8125,1.28,3.315,3.0833333333333335,0.51,0.4894705882352941,58.9,False
17-2121.00,Marine Engineers and Naval Architects,3.9699999999999998,3.4814285714285718,3.0216666666666665,2.6525,1.2175,2.9050000000000002,2.855,0.51,0.4891470588235295,58.8,False
19-3032.00,Industrial-Organizational Psychologists,4.2825,3.8742857142857146,3.605,1.5,1.0,2.9699999999999998,3.186666666666667,0.5,0.4872941176470589,58.6,False
27-2023.00,"Umpires, Referees, and Other Sports Officials",3.1550000000000002,2.9285714285714284,2.855,1.5625,1.06,1.595,1.8966666666666665,0.48,0.48,57.9,False
27-1014.00,Special Effects Artists and Animators,3.5,2.9985714285714287,2.7933333333333334,1.78,1.22,1.81,2.461666666666666,0.48,0.48,57.9,False
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",3.8125,2.858571428571428,2.8966666666666665,1.3125,1.0,1.6225,2.2066666666666666,0.48,0.48,57.9,False
29-1221.00,"Pediatricians, General",4.1225000000000005,3.8042857142857143,3.481666666666666,1.6275,1.0,2.285,2.6466666666666665,0.48,0.48,57.9,False
29-1218.00,Obstetricians and Gynecologists,4.0925,3.7857142857142856,3.396666666666667,1.845,1.0,2.315,2.811666666666667,0.48,0.48,57.9,False
29-1217.00,Neurologists,4.1225000000000005,3.641428571428572,3.52,1.875,1.095,2.565,2.8333333333333335,0.48,0.48,57.9,False
29-1215.00,Family Medicine Physicians,4.1850000000000005,3.7328571428571427,3.356666666666666,1.715,1.0625,2.2824999999999998,2.6666666666666665,0.48,0.48,57.9,False
25-4012.00,Curators,3.94,3.34,3.0416666666666665,1.7525,1.06,2.0949999999999998,3.105,0.48,0.48,57.9,False
23-2099.00,"Legal Support Workers, All Other",3.7175000000000002,2.7842857142857147,2.5833333333333335,1.2175,1.0,1.4375,2.185,0.48,0.48,57.9,True
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",3.5324999999999998,3.212857142857143,3.1483333333333334,1.31,1.09,1.9675,2.893333333333333,0.48,0.48,57.9,False
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",3.0,2.8757142857142854,2.335,2.19,1.25,1.59,2.1466666666666665,0.48,0.48,57.9,False
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,3.94,3.6242857142857146,3.2916666666666665,2.2175000000000002,1.0625,2.4975,3.2099999999999995,0.48,0.48,57.9,False
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",4.1225000000000005,3.448571428571428,3.126666666666667,1.22,1.0,1.78,2.4783333333333335,0.48,0.48,57.9,False
23-1012.00,Judicial Law Clerks,4.2175,3.142857142857143,2.7900000000000005,1.25,1.0,1.5,2.0016666666666665,0.48,0.48,57.9,False
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",4.155,3.5,3.1466666666666665,1.155,1.0,1.7475,2.456666666666667,0.48,0.48,57.9,False
29-1081.00,Podiatrists,3.9699999999999998,3.6257142857142854,3.1683333333333334,2.1875,1.3125,2.5324999999999998,2.7900000000000005,0.48,0.48,57.9,False
23-2093.00,"Title Examiners, Abstractors, and Searchers",3.7175000000000002,2.7842857142857147,2.5833333333333335,1.2175,1.0,1.4375,2.185,0.48,0.48,57.9,False
43-6011.00,Executive Secretaries and Executive Administrative Assistants,3.9074999999999998,2.8385714285714285,3.19,1.53,1.06,1.94,2.48,0.48,0.48,57.9,False
29-1051.00,Pharmacists,3.9699999999999998,3.4985714285714287,3.293333333333333,2.0300000000000002,1.0625,2.4375,3.0216666666666665,0.48,0.48,57.9,False
25-1031.00,"Architecture Teachers, Postsecondary",4.0600000000000005,3.75,3.351666666666667,1.595,1.03,2.2225,2.7083333333333335,0.48,0.48,57.9,False
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",4.03,3.5185714285714282,3.105,1.28,1.0,1.8125,2.3100000000000005,0.48,0.48,57.9,False
11-9041.00,Architectural and Engineering Managers,4.03,3.574285714285714,3.331666666666667,2.25,1.03,2.565,3.168333333333333,0.48,0.48,57.9,False
43-3071.00,Tellers,3.2175000000000002,2.607142857142857,2.875,1.845,1.0,1.6575,2.1666666666666665,0.48,0.48,57.9,False
43-6013.00,Medical Secretaries and Administrative Assistants,3.625,2.587142857142857,2.643333333333334,1.28,1.0,1.4675,2.1233333333333335,0.48,0.48,57.9,False
13-1041.03,Equal Opportunity Representatives and Officers,4.0625,3.357142857142857,3.2283333333333335,1.405,1.03,1.9375,2.418333333333333,0.48,0.48,57.9,False
29-1229.02,Hospitalists,4.0600000000000005,3.6757142857142857,3.5833333333333335,1.6875,1.03,2.375,2.6216666666666666,0.48,0.48,57.9,False
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3.9074999999999998,2.697142857142857,2.7283333333333335,1.5025,1.0,1.53,2.2483333333333335,0.48,0.48,57.9,False
25-1113.00,"Social Work Teachers, Postsecondary",4.155,3.7314285714285718,3.5016666666666665,1.22,1.0,2.185,2.623333333333333,0.48,0.48,57.9,False
25-1112.00,"Law Teachers, Postsecondary",4.28,3.555714285714285,3.145,1.25,1.0,1.78,2.436666666666667,0.48,0.48,57.9,False
43-4031.00,"Court, Municipal, and License Clerks",3.5,2.642857142857143,2.7083333333333335,1.5625,1.22,1.6875,2.311666666666667,0.48,0.48,57.9,False
43-5071.00,"Shipping, Receiving, and Inventory Clerks",3.0275,2.5199999999999996,2.6683333333333334,2.0925000000000002,1.0625,1.6875,2.206666666666667,0.48,0.48,57.9,False
43-3061.00,Procurement Clerks,3.875,3.1257142857142854,3.02,1.2175,1.0,1.72,2.5016666666666665,0.48,0.48,57.9,False
29-1216.00,General Internal Medicine Physicians,4.0600000000000005,3.6614285714285715,3.3733333333333335,1.9375,1.2775,2.5949999999999998,2.7283333333333335,0.48,0.48,57.9,False
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3.7175000000000002,3.1785714285714284,3.3349999999999995,1.25,1.0,1.9075,2.2900000000000005,0.48,0.48,57.9,False
41-2011.00,Cashiers,2.7175000000000002,2.1242857142857146,2.668333333333333,1.535,1.0,1.4675,1.9166666666666667,0.48,0.48,57.9,False
29-2011.01,Cytogenetic Technologists,3.7175000000000002,3.144285714285714,2.688333333333333,2.4699999999999998,1.4975,2.2824999999999998,2.625,0.48,0.48,57.9,False
45-2011.00,Agricultural Inspectors,3.5300000000000002,3.0885714285714285,2.918333333333333,2.9675000000000002,1.03,2.1550000000000002,2.518333333333334,0.48,0.48,57.9,False
13-2052.00,Personal Financial Advisors,4.03,3.265714285714286,3.27,1.3425,1.0,2.0300000000000002,2.7733333333333334,0.48,0.48,57.9,False
29-2051.00,Dietetic Technicians,3.2175000000000002,2.995714285714286,3.02,2.4375,1.0,2.0324999999999998,2.581666666666667,0.48,0.48,57.9,False
39-3011.00,Gambling Dealers,3.0024999999999995,2.25,2.7900000000000005,1.4675,1.03,1.4675,1.7483333333333337,0.48,0.48,57.9,False
39-7011.00,Tour Guides and Escorts,3.0949999999999998,2.4285714285714284,2.7483333333333335,1.28,1.0,1.405,1.7916666666666667,0.48,0.48,57.9,False
13-2071.00,Credit Counselors,3.8775,3.1957142857142857,3.2283333333333335,1.0625,1.0,1.8425,2.3100000000000005,0.48,0.48,57.9,False
19-3039.03,Clinical Neuropsychologists,4.095,3.5342857142857147,3.5216666666666665,1.315,1.0,2.185,2.6466666666666665,0.48,0.48,57.9,False
51-6092.00,Fabric and Apparel Patternmakers,3.1550000000000002,3.16,2.773333333333333,2.6850000000000005,1.2175,2.09,2.4783333333333335,0.48,0.48,57.9,False
43-4041.00,"Credit Authorizers, Checkers, and Clerks",3.495,2.6242857142857146,2.811666666666667,1.0925,1.0,1.56,2.268333333333333,0.48,0.48,57.9,False
33-9021.00,Private Detectives and Investigators,3.9050000000000002,3.164285714285714,2.918333333333333,1.7825,1.0625,1.78,2.418333333333333,0.48,0.48,57.9,False
13-2051.00,Financial and Investment Analysts,4.03,3.265714285714286,3.27,1.3425,1.0,2.0300000000000002,2.7733333333333334,0.48,0.48,57.9,True
43-4071.00,File Clerks,3.2175000000000002,2.5885714285714285,2.563333333333333,1.6575,1.03,1.5,2.143333333333333,0.48,0.48,57.9,False
27-1019.00,"Artists and Related Workers, All Other",3.5,2.9985714285714287,2.7933333333333334,1.78,1.22,1.81,2.461666666666666,0.48,0.48,57.9,True
51-3011.00,Bakers,2.7824999999999998,2.6785714285714284,2.395,2.5324999999999998,1.28,1.6875,2.125,0.48,0.48,57.9,False
43-9021.00,Data Entry Keyers,3.2199999999999998,2.5171428571428573,2.5400000000000005,1.5,1.125,1.5325,2.23,0.48,0.48,57.9,False
43-3099.00,"Financial Clerks, All Other",3.2175000000000002,2.607142857142857,2.875,1.845,1.0,1.6575,2.1666666666666665,0.48,0.48,57.9,True
39-7010.00,Tour and Travel Guides,3.0949999999999998,2.4285714285714284,2.7483333333333335,1.28,1.0,1.405,1.7916666666666667,0.48,0.48,57.9,True
17-2199.08,Robotics Engineers,3.69,3.7171428571428566,2.9399999999999995,3.4350000000000005,2.9699999999999998,3.3425000000000002,3.1233333333333335,0.38,0.47695721925133694,57.6,False
19-1021.00,Biochemists and Biophysicists,4.2175,3.9271428571428575,2.936666666666667,2.4375,1.75,3.25,2.7099999999999995,0.5,0.4755551974214344,57.5,False
31-9099.01,Speech-Language Pathology Assistants,3.6550000000000002,2.9271428571428575,3.0,1.5625,1.1875,1.7825,2.27,0.47,0.47,57.0,False
25-3041.00,Tutors,3.9350000000000005,3.355714285714286,3.375,1.125,1.0,1.815,2.145,0.47,0.47,57.0,False
39-2021.00,Animal Caretakers,2.9074999999999998,2.41,2.4583333333333335,1.845,1.3725,1.5925,2.04,0.47,0.47,57.0,False
27-3091.00,Interpreters and Translators,3.9375,3.0142857142857147,2.9166666666666665,1.5625,1.0,1.53,2.0816666666666666,0.47,0.47,57.0,False
25-4013.00,Museum Technicians and Conservators,3.5925000000000002,2.8385714285714285,2.7716666666666665,2.0949999999999998,1.5325,2.0025,2.395,0.47,0.47,57.0,False
25-4031.00,Library Technicians,3.19,2.6799999999999997,2.601666666666667,1.6875,1.215,1.5625,2.23,0.47,0.47,57.0,False
31-9099.00,"Healthcare Support Workers, All Other",3.6550000000000002,2.9271428571428575,3.0,1.5625,1.1875,1.7825,2.27,0.47,0.47,57.0,True
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",3.2525,2.607142857142857,3.188333333333333,1.655,1.0,1.8125,2.25,0.47,0.47,57.0,False
31-1131.00,Nursing Assistants,3.1525,2.607142857142857,2.8533333333333335,2.0,1.0625,1.5925,2.0,0.47,0.47,57.0,False
27-3099.00,"Media and Communication Workers, All Other",3.375,2.16,1.875,1.875,1.2825,1.185,1.6883333333333332,0.47,0.47,57.0,True
27-1026.00,Merchandise Displayers and Window Trimmers,3.1574999999999998,2.8057142857142856,2.731666666666666,1.81,1.125,1.625,2.25,0.47,0.47,57.0,False
31-2022.00,Physical Therapist Aides,3.185,2.7314285714285718,2.936666666666667,1.935,1.1875,1.7525,2.0416666666666665,0.47,0.47,57.0,False
39-5092.00,Manicurists and Pedicurists,2.7175000000000002,2.302857142857143,2.6650000000000005,1.4375,1.125,1.4075,1.9383333333333332,0.47,0.47,57.0,False
27-3092.00,Court Reporters and Simultaneous Captioners,3.375,2.16,1.875,1.875,1.2825,1.185,1.6883333333333332,0.47,0.47,57.0,False
39-5091.00,"Makeup Artists, Theatrical and Performance",3.1875,2.891428571428572,2.7483333333333335,1.6875,1.155,1.655,2.563333333333333,0.47,0.47,57.0,False
43-4051.00,Customer Service Representatives,3.5649999999999995,2.7671428571428573,3.105,1.2175,1.0,1.6575,2.1266666666666665,0.47,0.47,57.0,False
29-1229.03,Urologists,4.155,3.5185714285714282,3.2733333333333334,2.4074999999999998,1.125,2.3425000000000002,2.9350000000000005,0.47,0.47,57.0,False
43-4121.00,"Library Assistants, Clerical",3.125,2.4828571428571427,2.688333333333333,1.5,1.125,1.5,2.1683333333333334,0.47,0.47,57.0,False
43-3041.00,Gambling Cage Workers,3.1875,2.43,2.92,1.875,1.0,1.625,2.105,0.47,0.47,57.0,False
39-4011.00,Embalmers,3.4375,2.7314285714285718,2.7483333333333335,2.2800000000000002,1.405,1.9375,2.3516666666666666,0.47,0.47,57.0,False
29-1223.00,Psychiatrists,4.2775,3.892857142857143,3.7516666666666665,1.3125,1.0,2.3449999999999998,2.6233333333333335,0.47,0.47,57.0,False
29-1229.04,Physical Medicine and Rehabilitation Physicians,3.9375,3.48,3.476666666666667,2.125,1.0625,2.4699999999999998,2.7716666666666665,0.47,0.47,57.0,False
29-1229.05,Preventive Medicine Physicians,4.25,3.9285714285714284,3.686666666666667,1.6875,1.0,2.4975,3.0833333333333335,0.47,0.47,57.0,False
47-2142.00,Paperhangers,2.5949999999999998,2.358571428571428,2.3533333333333335,2.2525,1.155,1.375,1.831666666666667,0.47,0.47,57.0,False
43-4111.00,"Interviewers, Except Eligibility and Loan",3.6574999999999998,2.8042857142857143,3.0849999999999995,1.28,1.0,1.595,2.25,0.47,0.47,57.0,False
29-1291.00,Acupuncturists,3.4699999999999998,3.0157142857142856,2.9983333333333335,1.875,1.125,1.8125,2.3333333333333335,0.47,0.47,57.0,False
29-1211.00,Anesthesiologists,4.0,3.7471428571428578,3.186666666666667,2.8100000000000005,1.095,2.435,2.9150000000000005,0.47,0.47,57.0,False
29-1171.00,Nurse Practitioners,4.0600000000000005,3.8200000000000003,3.5,1.9975,1.155,2.4699999999999998,2.75,0.47,0.47,57.0,False
29-1161.00,Nurse Midwives,4.03,3.6257142857142854,3.438333333333333,1.9375,1.0625,2.2175000000000002,2.581666666666667,0.47,0.47,57.0,False
53-7065.00,Stockers and Order Fillers,2.9074999999999998,2.358571428571428,2.5216666666666665,2.1574999999999998,1.185,1.59,2.188333333333333,0.47,0.47,57.0,False
29-2011.02,Cytotechnologists,3.4375,2.91,2.648333333333333,2.56,1.6875,2.25,2.31,0.47,0.47,57.0,False
29-1212.00,Cardiologists,4.0,3.7471428571428578,3.186666666666667,2.8100000000000005,1.095,2.435,2.9150000000000005,0.47,0.47,57.0,True
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,3.3100000000000005,3.052857142857143,2.75,2.0949999999999998,1.0625,1.5925,2.27,0.47,0.47,57.0,False
41-3041.00,Travel Agents,3.8100000000000005,2.8385714285714285,3.391666666666667,1.405,1.03,1.9075,2.23,0.47,0.47,57.0,False
13-1020.00,Buyers and Purchasing Agents,3.5324999999999998,3.0185714285714282,3.0833333333333335,2.0,1.03,1.9675,2.895,0.47,0.47,57.0,True
35-2011.00,"Cooks, Fast Food",2.5925000000000002,2.1785714285714284,2.4983333333333335,1.655,1.0,1.3125,1.9366666666666668,0.47,0.47,57.0,False
53-6051.00,Transportation Inspectors,3.59,2.855714285714286,2.7883333333333336,2.5625,1.03,1.8425,2.688333333333333,0.47,0.47,57.0,False
25-3099.00,"Teachers and Instructors, All Other",3.9350000000000005,3.355714285714286,3.375,1.125,1.0,1.815,2.145,0.47,0.47,57.0,True
33-3021.02,Police Identification and Records Officers,3.6574999999999998,2.962857142857143,2.875,2.2800000000000002,1.0625,1.78,2.2916666666666665,0.47,0.47,57.0,False
35-3023.00,Fast Food and Counter Workers,2.6225,2.2142857142857144,2.645,1.9675,1.0,1.4675,2.0849999999999995,0.47,0.47,57.0,False
35-3041.00,"Food Servers, Nonrestaurant",2.7199999999999998,2.2857142857142856,2.52,2.06,1.06,1.4675,2.1483333333333334,0.47,0.47,57.0,False
29-1031.00,Dietitians and Nutritionists,3.9699999999999998,3.75,3.6466666666666665,1.815,1.0,2.4375,3.0,0.47,0.47,57.0,False
43-4151.00,Order Clerks,3.625,2.7314285714285718,2.9599999999999995,1.7475,1.0,1.6575,2.1233333333333335,0.47,0.47,57.0,False
43-9041.00,Insurance Claims and Policy Processing Clerks,3.3125,2.6957142857142857,2.9150000000000005,1.4675,1.0,1.56,2.27,0.47,0.47,57.0,False
27-3042.00,Technical Writers,4.125,2.962857142857143,2.645,1.4675,1.0,1.4075,2.0833333333333335,0.47,0.47,57.0,False
25-4022.00,Librarians and Media Collections Specialists,3.8149999999999995,3.0185714285714282,2.9583333333333335,1.375,1.09,1.685,2.561666666666667,0.47,0.47,57.0,False
25-1122.00,"Communications Teachers, Postsecondary",4.09,3.552857142857143,3.2283333333333335,1.2825,1.0,1.84,2.686666666666667,0.47,0.47,57.0,False
51-9195.05,"Potters, Manufacturing",2.7524999999999995,2.4271428571428575,2.2516666666666665,2.8425000000000002,1.375,1.59,2.0400000000000005,0.47,0.47,57.0,False
25-1081.00,"Education Teachers, Postsecondary",4.2475000000000005,3.605714285714286,3.188333333333333,1.125,1.0,1.81,2.7483333333333335,0.47,0.47,57.0,False
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",4.03,3.6628571428571424,3.52,1.905,1.0625,2.38,2.7483333333333335,0.47,0.47,57.0,False
25-1065.00,"Political Science Teachers, Postsecondary",4.1850000000000005,3.5014285714285713,3.2066666666666666,1.1575,1.0,1.72,2.523333333333333,0.47,0.47,57.0,False
11-3111.00,Compensation and Benefits Managers,4.0,3.431428571428571,3.143333333333334,1.25,1.0,1.8125,3.145,0.47,0.47,57.0,False
51-3099.00,"Food Processing Workers, All Other",2.8725000000000005,2.587142857142857,2.23,2.8125,1.375,1.6275,2.0399999999999996,0.47,0.47,57.0,True
23-1023.00,"Judges, Magistrate Judges, and Magistrates",4.3725000000000005,3.7514285714285713,3.2083333333333335,1.0625,1.0,1.7175,2.563333333333333,0.47,0.47,57.0,False
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2.995,2.4285714285714284,2.205,3.0300000000000002,1.5925,1.69,1.8549999999999998,0.47,0.47,57.0,False
51-3093.00,Food Cooking Machine Operators and Tenders,2.8725000000000005,2.587142857142857,2.23,2.8125,1.375,1.6275,2.0399999999999996,0.47,0.47,57.0,False
13-1021.00,"Buyers and Purchasing Agents, Farm Products",3.5324999999999998,3.0185714285714282,3.0833333333333335,2.0,1.03,1.9675,2.895,0.47,0.47,57.0,False
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",3.4375,3.1257142857142854,3.3733333333333335,1.595,1.0,2.06,2.9166666666666665,0.47,0.47,57.0,False
19-4042.00,"Environmental Science and Protection Technicians, Including Health",3.91,3.1957142857142857,2.918333333333333,2.6574999999999998,1.595,2.4699999999999998,2.563333333333333,0.47,0.47,57.0,False
19-3034.00,School Psychologists,4.22,3.5,3.5833333333333335,1.2825,1.0,2.0300000000000002,2.395,0.47,0.47,57.0,False
13-1111.00,Management Analysts,4.0600000000000005,3.607142857142857,3.48,1.5325,1.03,2.2199999999999998,3.063333333333333,0.47,0.47,57.0,False
13-2061.00,Financial Examiners,4.03,3.6628571428571424,3.23,1.5,1.0,1.9675,2.935,0.47,0.47,57.0,False
13-2099.04,"Fraud Examiners, Investigators and Analysts",4.0600000000000005,3.2685714285714282,3.2283333333333335,1.345,1.0,1.7825,2.5816666666666666,0.47,0.47,57.0,False
39-4012.00,Crematory Operators,3.4375,2.7314285714285718,2.7483333333333335,2.2800000000000002,1.405,1.9375,2.3516666666666666,0.47,0.47,57.0,True
17-1012.00,Landscape Architects,3.9074999999999998,3.5371428571428574,3.3333333333333335,2.0625,1.0,2.2199999999999998,3.1033333333333335,0.47,0.47,57.0,False
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",3.8100000000000005,2.8385714285714285,3.391666666666667,1.405,1.03,1.9075,2.23,0.47,0.47,57.0,True
11-3031.01,Treasurers and Controllers,3.9050000000000002,3.6400000000000006,3.0416666666666665,1.47,1.0,2.06,3.3533333333333335,0.47,0.47,57.0,False
19-4092.00,Forensic Science Technicians,4.0,3.16,2.875,2.4675000000000002,1.53,2.2199999999999998,2.4166666666666665,0.47,0.47,57.0,False
11-2011.00,Advertising and Promotions Managers,3.9050000000000002,3.357142857142857,3.3333333333333335,1.31,1.03,2.0300000000000002,3.0383333333333336,0.47,0.47,57.0,False
19-2031.00,Chemists,3.8449999999999998,3.355714285714286,2.686666666666667,2.8449999999999998,2.0925000000000002,2.9025,2.686666666666667,0.47,0.4687332796132152,56.8,False
19-1011.00,Animal Scientists,3.9699999999999998,3.6614285714285715,3.0400000000000005,2.2525,1.06,2.815,2.9166666666666665,0.52,0.4682100840336135,56.8,False
17-2112.03,Manufacturing Engineers,3.8774999999999995,3.6614285714285715,3.0400000000000005,3.3125,2.6550000000000002,3.1550000000000002,3.293333333333333,0.38,0.4631131221719457,56.3,False
17-2111.02,Fire-Prevention and Protection Engineers,3.91,3.552857142857143,3.0,2.75,1.22,2.7525,3.186666666666667,0.48,0.46267408585055647,56.2,False
19-1041.00,Epidemiologists,4.152500000000001,3.8385714285714285,3.355,1.25,1.03,2.7175000000000002,3.081666666666667,0.51,0.46250267379679144,56.2,False
19-1099.00,"Life Scientists, All Other",4.152500000000001,3.8385714285714285,3.355,1.25,1.03,2.7175000000000002,3.081666666666667,0.51,0.46250267379679144,56.2,True
19-1013.00,Soil and Plant Scientists,3.94,3.59,2.938333333333333,2.4375,1.0,2.7800000000000002,2.7716666666666665,0.53,0.4609934640522876,56.1,False
19-4044.00,Hydrologic Technicians,3.2800000000000002,2.8371428571428576,2.6666666666666665,2.5300000000000002,1.7825,2.2475,2.456666666666667,0.46,0.46,56.0,True
51-2041.00,Structural Metal Fabricators and Fitters,2.8125,2.3228571428571425,2.2483333333333335,2.4074999999999998,1.78,1.6225,1.7900000000000003,0.46,0.46,56.0,False
29-1141.02,Advanced Practice Psychiatric Nurses,4.125,3.5728571428571425,3.7900000000000005,1.345,1.0,2.2175000000000002,2.8966666666666665,0.46,0.46,56.0,False
15-1212.00,Information Security Analysts,3.7175000000000002,3.2885714285714287,2.7916666666666665,2.4675000000000002,1.6225,2.2175000000000002,2.6466666666666665,0.46,0.46,56.0,False
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3.3775,3.037142857142857,3.0216666666666665,1.625,1.2825,1.7825,2.23,0.46,0.46,56.0,False
33-3051.04,Customs and Border Protection Officers,3.875,3.122857142857143,3.188333333333333,2.125,1.0,1.7825,2.375,0.46,0.46,56.0,False
15-1299.09,Information Technology Project Managers,3.9699999999999998,3.357142857142857,3.375,1.8425,1.0,2.3425000000000002,3.561666666666667,0.46,0.46,56.0,False
41-4011.07,Solar Sales Representatives and Assessors,3.56,2.944285714285715,3.311666666666667,1.8425,1.0625,1.8775,2.3333333333333335,0.46,0.46,56.0,False
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",3.1525,2.6614285714285715,2.418333333333333,2.9699999999999998,1.5925,1.84,2.1650000000000005,0.46,0.46,56.0,False
43-4061.00,"Eligibility Interviewers, Government Programs",3.9699999999999998,2.801428571428572,3.081666666666667,1.125,1.0,1.5,1.9566666666666668,0.46,0.46,56.0,False
29-1127.00,Speech-Language Pathologists,4.0600000000000005,3.787142857142857,3.4599999999999995,1.9025,1.125,2.0949999999999998,2.3316666666666666,0.46,0.46,56.0,False
