SOC Group,SOC Code,SOC Title,SOC Definition,Unnamed: 4,soc_code_clean,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,occ_code_clean,major_group_code,major_group_title,employment_weight,economic_value_total,economic_value_percentage
Detailed,17-1011,"Architects, Except Landscape and Naval","Plan and design structures, such as private residences, office buildings, theaters, factories, and other structural property. Excludes “Landscape Architects” (17-1012) and “Marine Engineers and Naval Architects” (17-2121).",,171011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-1011,"Architects, Except Landscape and Naval",detailed,111170.0,1.3,,,,,48.27,100400.0,1.3,28.31,35.21,44.86,56.14,72.74,58870.0,73240.0,93310.0,116780.0,151300.0,,,171011,17-0000,Architecture and Engineering Occupations,0.0007778772466742022,11161468000.0,0.11698642387249272
Detailed,17-1012,Landscape Architects,"Plan and design land areas for projects such as parks and other recreational facilities, airports, highways, hospitals, schools, land subdivisions, and commercial, industrial, and residential sites.",,171012,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-1012,Landscape Architects,detailed,20370.0,6.1,,,,,40.38,83990.0,1.1,24.04,29.58,38.13,46.71,60.38,50000.0,61520.0,79320.0,97170.0,125600.0,,,171012,17-0000,Architecture and Engineering Occupations,0.00014253269330532966,1710876300.0,0.01793216627285963
Detailed,17-1021,Cartographers and Photogrammetrists,"Research, study, and prepare maps and other spatial data in digital or graphic form for one or more purposes, such as legal, social, political, educational, and design purposes. May work with Geographic Information Systems (GIS). May design and evaluate algorithms, data structures, and user interfaces for GIS and mapping systems. May collect, analyze, and interpret geographic information provided by geodetic surveys, aerial photographs, and satellite data.",,171021,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-1021,Cartographers and Photogrammetrists,detailed,12330.0,4.0,,,,,37.89,78810.0,0.8,23.39,29.06,36.64,45.97,54.59,48660.0,60430.0,76210.0,95610.0,113540.0,,,171021,17-0000,Architecture and Engineering Occupations,8.627531214799778e-05,971727300.0,0.010184941784205528
Detailed,17-1022,Surveyors,"Make exact measurements and determine property boundaries. Provide data relevant to the shape, contour, gravitation, location, elevation, or dimension of land or land features on or near the earth’s surface for engineering, mapmaking, mining, land evaluation, construction, and other purposes.",,171022,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-1022,Surveyors,detailed,50740.0,3.9,,,,,35.58,74000.0,0.8,19.92,24.51,32.95,44.0,52.72,41430.0,50970.0,68540.0,91520.0,109660.0,,,171022,17-0000,Architecture and Engineering Occupations,0.00035503725372176863,3754760000.0,0.03935467493160226
Detailed,17-2011,Aerospace Engineers,"Perform engineering duties in designing, constructing, and testing aircraft, missiles, and spacecraft. May conduct basic and applied research to evaluate adaptability of materials and equipment to aircraft design and manufacture. May recommend improvements in testing equipment and techniques.",,172011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2011,Aerospace Engineers,detailed,66660.0,1.6,,,,,64.58,134330.0,0.7,39.24,48.91,62.85,80.1,90.82,81620.0,101730.0,130720.0,166610.0,188910.0,,,172011,17-0000,Architecture and Engineering Occupations,0.00046643246616265467,8954437800.0,0.0938539317597534
Detailed,17-2021,Agricultural Engineers,"Apply knowledge of engineering technology and biological science to agricultural problems concerned with power and machinery, electrification, structures, soil and water conservation, and processing of agricultural products.",,172021,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2021,Agricultural Engineers,detailed,1860.0,19.8,,,,,44.95,93490.0,2.1,29.88,38.28,42.67,48.57,61.34,62150.0,79620.0,88750.0,101030.0,127590.0,,,172021,17-0000,Architecture and Engineering Occupations,1.3014767282666332e-05,173891400.0,0.0018226037137929509
Detailed,17-2031,Bioengineers and Biomedical Engineers,"Apply knowledge of engineering, biology, chemistry, computer science, and biomechanical principles to the design, development, and evaluation of biological, agricultural, and health systems and products, such as artificial organs, prostheses, instrumentation, medical information systems, and health management and care delivery systems.",,172031,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2031,Bioengineers and Biomedical Engineers,detailed,19320.0,3.5,,,,,51.3,106700.0,0.8,32.74,39.12,48.43,60.47,74.21,68100.0,81370.0,100730.0,125780.0,154350.0,,,172031,17-0000,Architecture and Engineering Occupations,0.00013518564725866318,2061444000.0,0.021606563005279134
Detailed,17-2041,Chemical Engineers,"Design chemical plant equipment and devise processes for manufacturing chemicals and products, such as gasoline, synthetic rubber, plastics, detergents, cement, paper, and pulp, by applying principles and technology of chemistry, physics, and engineering.",,172041,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2041,Chemical Engineers,detailed,21140.0,3.3,,,,,59.09,122910.0,2.1,36.37,44.05,53.9,68.66,84.82,75650.0,91630.0,112100.0,142810.0,176420.0,,,172041,17-0000,Architecture and Engineering Occupations,0.00014792052707288507,2598317400.0,0.02723368115302335
Detailed,17-2051,Civil Engineers,"Perform engineering duties in planning, designing, and overseeing construction and maintenance of building structures and facilities, such as roads, railroads, airports, bridges, harbors, channels, dams, irrigation projects, pipelines, power plants, and water and sewage systems. Includes architectural, structural, traffic, and geotechnical engineers. Excludes “Hydrologists” (19-2043).",,172051,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2051,Civil Engineers,detailed,327950.0,1.5,,,,,48.64,101160.0,0.5,30.4,36.78,46.1,59.14,72.42,63220.0,76500.0,95890.0,123010.0,150640.0,,,172051,17-0000,Architecture and Engineering Occupations,0.0022947273819088295,33175422000.0,0.347720746073977
Detailed,17-2061,Computer Hardware Engineers,"Research, design, develop, or test computer or computer-related equipment for commercial, industrial, military, or scientific use. May supervise the manufacturing and installation of computer or computer-related equipment and components. Excludes “Software Developers” (15-1252) and “Web Developers” (15-1254).",,172061,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2061,Computer Hardware Engineers,detailed,82660.0,2.3,,,,,71.04,147770.0,1.3,39.25,52.24,66.38,84.33,102.29,81630.0,108670.0,138080.0,175400.0,212770.0,,,172061,17-0000,Architecture and Engineering Occupations,0.0005783874535404296,12214668200.0,0.1280253055876752
Detailed,17-2071,Electrical Engineers,"Research, design, develop, test, or supervise the manufacturing and installation of electrical equipment, components, or systems for commercial, industrial, military, or scientific use. Excludes “Computer Hardware Engineers” (17-2061).",,172071,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2071,Electrical Engineers,detailed,185430.0,1.8,,,,,56.58,117680.0,0.7,33.33,40.0,51.42,65.93,82.72,69320.0,83200.0,106950.0,137140.0,172050.0,,,172071,17-0000,Architecture and Engineering Occupations,0.0012974883318413,21821402400.0,0.22871613578595842
Detailed,17-2072,"Electronics Engineers, Except Computer","Research, design, develop, or test electronic components and systems for commercial, industrial, military, or scientific use employing knowledge of electronic theory and materials properties. Design electronic circuits and components for use in fields such as telecommunications, aerospace guidance and propulsion control, acoustics, or instruments and controls. Excludes “Computer Hardware Engineers” (17-2061).",,172072,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2072,"Electronics Engineers, Except Computer",detailed,96410.0,1.5,,,,,59.71,124190.0,0.6,36.87,44.9,57.31,72.89,86.39,76700.0,93380.0,119200.0,151610.0,179690.0,,,172072,17-0000,Architecture and Engineering Occupations,0.0006745987708182048,11973157900.0,0.125493969537133
Detailed,17-2081,Environmental Engineers,"Research, design, plan, or perform engineering duties in the prevention, control, and remediation of environmental hazards using various engineering disciplines. Work may include waste treatment, site remediation, or pollution control technology.",,172081,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2081,Environmental Engineers,detailed,39880.0,2.2,,,,,50.89,105840.0,0.7,30.47,37.81,48.12,60.35,75.26,63370.0,78640.0,100090.0,125520.0,156530.0,,,172081,17-0000,Architecture and Engineering Occupations,0.00027904780603910394,4220899200.0,0.044240408424256146
Detailed,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Promote worksite or product safety by applying knowledge of industrial processes, mechanics, chemistry, psychology, and industrial health and safety laws. Includes industrial product safety engineers.",,172111,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,22510.0,2.5,,,,,52.28,108740.0,0.8,29.9,39.31,49.85,63.3,77.21,62190.0,81760.0,103690.0,131670.0,160600.0,,,172111,17-0000,Architecture and Engineering Occupations,0.00015750667286710705,2447737400.0,0.025655410650727416
Detailed,17-2112,Industrial Engineers,"Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination. Excludes “Health and Safety Engineers, Except Mining Safety Engineers and Inspectors” (17-2111).",,172112,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2112,Industrial Engineers,detailed,332870.0,0.7,,,,,49.59,103150.0,0.5,31.4,38.33,47.78,59.62,68.38,65320.0,79730.0,99380.0,124000.0,142220.0,,,172112,17-0000,Architecture and Engineering Occupations,0.0023291535405274956,34335540500.0,0.35988026797408196
Detailed,17-2121,Marine Engineers and Naval Architects,"Design, develop, and evaluate the operation of marine vessels, ship machinery, and related equipment, such as power supply and propulsion systems.",,172121,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2121,Marine Engineers and Naval Architects,detailed,9960.0,7.4,,,,,51.98,108110.0,1.8,36.95,38.76,48.21,61.0,75.31,76860.0,80620.0,100270.0,126870.0,156630.0,,,172121,17-0000,Architecture and Engineering Occupations,6.969197964266488e-05,1076775600.0,0.011285981983477234
Detailed,17-2131,Materials Engineers,"Evaluate materials and develop machinery and processes to manufacture materials for use in products that must meet specialized design and performance specifications. Develop new uses for known materials. Includes those engineers working with composite materials or specializing in one type of material, such as graphite, metal and metal alloys, ceramics and glass, plastics and polymers, and naturally occurring materials. Includes metallurgists and metallurgical engineers, ceramic engineers, and welding engineers.",,172131,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2131,Materials Engineers,detailed,24630.0,1.8,,,,,53.09,110430.0,0.7,30.45,38.84,50.05,63.99,79.6,63340.0,80790.0,104100.0,133090.0,165580.0,,,172131,17-0000,Architecture and Engineering Occupations,0.00017234070869466222,2719890900.0,0.028507926530303696
Detailed,17-2141,Mechanical Engineers,"Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment. Oversee installation, operation, maintenance, and repair of equipment such as centralized heat, gas, water, and steam systems.",,172141,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2141,Mechanical Engineers,detailed,281290.0,1.6,,,,,50.59,105220.0,0.5,31.04,38.06,47.84,61.05,75.71,64560.0,79160.0,99510.0,126990.0,157470.0,,,172141,17-0000,Architecture and Engineering Occupations,0.0019682386499683935,29597333800.0,0.31021781699526046
Detailed,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers","Conduct subsurface surveys to identify the characteristics of potential land or mining development sites. May specify the ground support systems, processes, and equipment for safe, economical, and environmentally sound extraction or underground construction activities. May inspect areas for unsafe geological conditions, equipment, and working conditions. May design, implement, and coordinate mine safety programs. Excludes “Petroleum Engineers” (17-2171).",,172151,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,7040.0,6.0,,,,,50.7,105460.0,2.9,26.51,37.37,48.39,61.98,77.32,55150.0,77730.0,100640.0,128920.0,160820.0,,,172151,17-0000,Architecture and Engineering Occupations,4.926019444622095e-05,742438400.0,0.007781701597103115
Detailed,17-2161,Nuclear Engineers,"Conduct research on nuclear engineering projects or apply principles and theory of nuclear science to problems concerned with release, control, and use of nuclear energy and nuclear waste disposal.",,172161,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2161,Nuclear Engineers,detailed,12710.0,7.1,,,,,61.03,126950.0,0.8,39.5,48.32,60.32,68.61,83.66,82150.0,100500.0,125460.0,142700.0,174020.0,,,172161,17-0000,Architecture and Engineering Occupations,8.893424309821993e-05,1613534500.0,0.01691190002514818
Detailed,17-2171,Petroleum Engineers,Devise methods to improve oil and gas extraction and production and determine the need for new or modified tool designs. Oversee drilling and offer technical advice.,,172171,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2171,Petroleum Engineers,detailed,20390.0,3.6,,,,,71.44,148590.0,1.5,37.18,50.01,65.23,85.09,108.62,77340.0,104020.0,135690.0,176990.0,225920.0,,,172171,17-0000,Architecture and Engineering Occupations,0.00014267263703955188,3029750100.0,0.03175564624889192
Detailed,17-2199,"Engineers, All Other","All engineers not listed separately. Excludes “Sales Engineers” (41-9031), “Locomotive Engineers” (53-4011), and “Ship Engineers” (53-5031).",,172199,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2199,"Engineers, All Other",detailed,150990.0,1.3,,,,,56.9,118350.0,0.5,29.87,40.03,53.83,70.22,85.1,62130.0,83250.0,111970.0,146060.0,177020.0,,,172199,17-0000,Architecture and Engineering Occupations,0.0010565052215106394,17869666500.0,0.18729690213053368
Detailed,17-3011,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",,173011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3011,Architectural and Civil Drafters,detailed,111070.0,2.3,,,,,31.25,65000.0,0.6,19.09,23.88,29.72,37.03,45.47,39720.0,49660.0,61820.0,77020.0,94580.0,,,173011,17-0000,Architecture and Engineering Occupations,0.0007771775280030911,7219550000.0,0.0756700943342448
Detailed,17-3012,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",,173012,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3012,Electrical and Electronics Drafters,detailed,20680.0,3.1,,,,,35.15,73110.0,0.8,22.34,26.43,33.3,40.32,49.78,46470.0,54970.0,69260.0,83870.0,103530.0,,,173012,17-0000,Architecture and Engineering Occupations,0.00014470182118577404,1511914800.0,0.015846795927909756
Detailed,17-3013,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",,173013,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3013,Mechanical Drafters,detailed,44850.0,1.4,,,,,33.62,69920.0,0.6,20.88,25.0,30.8,39.13,49.09,43420.0,52000.0,64060.0,81380.0,102110.0,,,173013,17-0000,Architecture and Engineering Occupations,0.00031382382399332525,3135912000.0,0.0328683583968378
Detailed,17-3019,"Drafters, All Other",All drafters not listed separately.,,173019,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3019,"Drafters, All Other",detailed,16580.0,4.1,,,,,30.28,62980.0,0.9,18.75,23.0,28.49,35.62,43.94,39000.0,47840.0,59260.0,74090.0,91400.0,,,173019,17-0000,Architecture and Engineering Occupations,0.00011601335567021923,1044208400.0,0.010944636179901912
Detailed,17-3021,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",,173021,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,10640.0,4.0,,,,,39.08,81280.0,1.4,24.06,29.56,37.42,47.81,54.79,50050.0,61490.0,77830.0,99440.0,113970.0,,,173021,17-0000,Architecture and Engineering Occupations,7.44500666062203e-05,864819200.0,0.009064408508295688
Detailed,17-3022,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",,173022,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3022,Civil Engineering Technologists and Technicians,detailed,63560.0,2.2,,,,,30.66,63770.0,0.9,18.81,23.04,29.18,36.81,43.75,39120.0,47920.0,60700.0,76570.0,91010.0,,,173022,17-0000,Architecture and Engineering Occupations,0.0004447411873582108,4053221200.0,0.04248292906920251
Detailed,17-3023,Electrical and Electronic Engineering Technologists and Technicians,"Apply electrical and electronic theory and related knowledge, usually under the direction of engineering staff, to design, build, repair, adjust, and modify electrical components, circuitry, controls, and machinery for subsequent evaluation and use by engineering staff in making engineering design decisions. Excludes “Broadcast Technicians” (27-4012).",,173023,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,97420.0,1.1,,,,,35.79,74440.0,0.4,22.32,27.88,35.0,41.19,50.63,46420.0,57990.0,72800.0,85680.0,105320.0,,,173023,17-0000,Architecture and Engineering Occupations,0.0006816659293964269,7251944800.0,0.076009633165881
Detailed,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,"Operate, test, maintain, or adjust unmanned, automated, servomechanical, or electromechanical equipment. May operate unmanned submarines, aircraft, or other equipment to observe or record visual information at sites such as oil rigs, crop fields, buildings, or for similar infrastructure, deep ocean exploration, or hazardous waste removal. May assist engineers in testing and designing robotics equipment.",,173024,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,15360.0,3.0,,,,,34.82,72430.0,0.9,21.26,24.83,31.29,39.9,50.33,44210.0,51650.0,65080.0,82990.0,104690.0,,,173024,17-0000,Architecture and Engineering Occupations,0.0001074767878826639,1112524800.0,0.011660679206486117
Detailed,17-3025,Environmental Engineering Technologists and Technicians,"Apply theory and principles of environmental engineering to modify, test, and operate equipment and devices used in the prevention, control, and remediation of environmental problems, including waste treatment and site remediation, under the direction of engineering staff or scientists. May assist in the development of environmental remediation devices.",,173025,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3025,Environmental Engineering Technologists and Technicians,detailed,13780.0,4.9,,,,,28.26,58780.0,1.3,17.38,21.79,25.96,33.07,40.69,36150.0,45330.0,54000.0,68790.0,84640.0,,,173025,17-0000,Architecture and Engineering Occupations,9.642123287910862e-05,809988400.0,0.008489711773953227
Detailed,17-3026,Industrial Engineering Technologists and Technicians,"Apply engineering theory and principles to problems of industrial layout or manufacturing production, usually under the direction of engineering staff. May perform time and motion studies on worker operations in a variety of industries for purposes such as establishing standard production rates or improving efficiency.",,173026,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3026,Industrial Engineering Technologists and Technicians,detailed,73020.0,1.0,,,,,32.04,66640.0,0.6,21.61,24.36,30.1,37.21,45.45,44950.0,50680.0,62610.0,77390.0,94540.0,,,173026,17-0000,Architecture and Engineering Occupations,0.0005109345736453202,4866052800.0,0.05100244120636551
Detailed,17-3027,Mechanical Engineering Technologists and Technicians,"Apply theory and principles of mechanical engineering to modify, develop, test, or adjust machinery and equipment under direction of engineering staff or physical scientists.",,173027,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3027,Mechanical Engineering Technologists and Technicians,detailed,38930.0,2.3,,,,,32.69,67990.0,0.5,21.21,24.97,30.78,38.42,46.51,44110.0,51930.0,64020.0,79910.0,96740.0,,,173027,17-0000,Architecture and Engineering Occupations,0.00027240047866354853,2646850700.0,0.027742372053336004
Detailed,17-3028,Calibration Technologists and Technicians,"Execute or adapt procedures and techniques for calibrating measurement devices, by applying knowledge of measurement science, mathematics, physics, chemistry, and electronics, sometimes under the direction of engineering staff. Determine measurement standard suitability for calibrating measurement devices. May perform preventive maintenance on equipment. May perform corrective actions to address identified calibration problems. Excludes “Medical Equipment Preparers” (31-9093) and “Timing Device Assemblers and Adjusters” (51-2061).",,173028,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3028,Calibration Technologists and Technicians,detailed,13220.0,4.1,,,,,32.39,67360.0,1.6,20.37,24.06,30.19,38.06,48.48,42370.0,50050.0,62790.0,79170.0,100850.0,,,173028,17-0000,Architecture and Engineering Occupations,9.25028083208865e-05,890499200.0,0.00933356766953197
Detailed,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other","All engineering technologists and technicians, except drafters, not listed separately.",,173029,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,66200.0,1.9,,,,,36.2,75290.0,0.8,20.62,26.04,35.34,44.65,52.5,42900.0,54160.0,73500.0,92880.0,109190.0,,,173029,17-0000,Architecture and Engineering Occupations,0.0004632137602755436,4984198000.0,0.0522407536259953
Detailed,17-3031,Surveying and Mapping Technicians,"Perform surveying and mapping duties, usually under the direction of an engineer, surveyor, cartographer, or photogrammetrist, to obtain data used for construction, mapmaking, boundary location, mining, or other purposes. May calculate mapmaking information and create maps from source data, such as surveying notes, aerial photography, satellite data, or other maps to show topographical features, political boundaries, and other features. May verify accuracy and completeness of maps. Excludes “Cartographers and Photogrammetrists” (17-1021), “Surveyors"" (17-1022), and “Geoscientists, Except Hydrologists and Geographers” (19-2042).",,173031,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3031,Surveying and Mapping Technicians,detailed,56050.0,2.5,,,,,26.0,54090.0,0.8,16.87,19.13,23.53,30.07,38.05,35080.0,39790.0,48940.0,62540.0,79150.0,,,173031,17-0000,Architecture and Engineering Occupations,0.00039219231515776764,3031744500.0,0.031776550105245875
Detailed,19-1011,Animal Scientists,"Conduct research in the genetics, nutrition, reproduction, growth, and development of domestic farm animals.",,191011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-1011,Animal Scientists,detailed,2460.0,8.4,,,,,43.01,89450.0,4.5,22.23,25.42,33.72,49.64,77.89,46240.0,52870.0,70140.0,103260.0,162000.0,,,191011,19-0000,"Life, Physical, and Social Science Occupations",1.721307930933289e-05,220047000.0,0.0023063732847570235
Detailed,19-1012,Food Scientists and Technologists,"Use chemistry, microbiology, engineering, and other sciences to study the principles underlying the processing and deterioration of foods; analyze food content to determine levels of vitamins, fat, sugar, and protein; discover new food sources; research ways to make processed foods safe, palatable, and healthful; and apply food science knowledge to determine best ways to process, package, preserve, store, and distribute food.",,191012,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-1012,Food Scientists and Technologists,detailed,14100.0,4.3,,,,,42.48,88350.0,1.3,23.31,30.76,39.47,50.79,65.11,48480.0,63980.0,82090.0,105640.0,135430.0,,,191012,19-0000,"Life, Physical, and Social Science Occupations",9.866033262666412e-05,1245735000.0,0.01305689204527574
Detailed,19-1013,Soil and Plant Scientists,"Conduct research in breeding, physiology, production, yield, and management of crops and agricultural plants or trees, shrubs, and nursery stock, their growth in soils, and control of pests; or study the chemical, physical, biological, and mineralogical composition of soils as they relate to plant or crop growth. May classify and map soils and investigate effects of alternative practices on soil and crop productivity.",,191013,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-1013,Soil and Plant Scientists,detailed,15800.0,5.7,,,,,37.06,77080.0,1.9,21.05,25.97,32.81,44.95,57.41,43790.0,54030.0,68240.0,93500.0,119410.0,,,191013,19-0000,"Life, Physical, and Social Science Occupations",0.00011055555003555271,1217864000.0,0.01276476840887323
Detailed,19-1021,Biochemists and Biophysicists,"Study the chemical composition or physical principles of living cells and organisms, their electrical and mechanical energy, and related phenomena. May conduct research to further understanding of the complex chemical combinations and reactions involved in metabolism, reproduction, growth, and heredity. May determine the effects of foods, drugs, serums, hormones, and other substances on tissues and vital processes of living organisms.",,191021,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-1021,Biochemists and Biophysicists,detailed,33180.0,3.2,,,,,57.84,120310.0,1.4,31.1,39.26,51.66,65.43,84.52,64680.0,81650.0,107460.0,136080.0,175790.0,,,191021,19-0000,"Life, Physical, and Social Science Occupations",0.00023216665507466068,3991885800.0,0.0418400558286226
Detailed,19-1022,Microbiologists,"Investigate the growth, structure, development, and other characteristics of microscopic organisms, such as bacteria, algae, or fungi. Includes medical microbiologists who study the relationship between organisms and disease or the effects of antibiotics on microorganisms.",,191022,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-1022,Microbiologists,detailed,21540.0,3.1,,,,,44.89,93380.0,1.1,23.59,30.18,41.09,57.81,70.9,49070.0,62770.0,85470.0,120240.0,147470.0,,,191022,19-0000,"Life, Physical, and Social Science Occupations",0.00015071940175732945,2011405200.0,0.021082092544326247
Detailed,19-1023,Zoologists and Wildlife Biologists,"Study the origins, behavior, diseases, genetics, and life processes of animals and wildlife. May specialize in wildlife research and management. May collect and analyze biological data to determine the environmental effects of present and potential use of land and water habitats.",,191023,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-1023,Zoologists and Wildlife Biologists,detailed,17100.0,2.1,,,,,36.41,75740.0,0.6,22.04,27.46,33.94,42.4,53.17,45840.0,57120.0,70600.0,88190.0,110590.0,,,191023,19-0000,"Life, Physical, and Social Science Occupations",0.00011965189275999692,1295154000.0,0.013574866211519347
Detailed,19-1029,"Biological Scientists, All Other",All biological scientists not listed separately.,,191029,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-1029,"Biological Scientists, All Other",detailed,61220.0,1.9,,,,,47.62,99060.0,1.3,25.11,31.93,43.8,57.4,76.31,52230.0,66400.0,91100.0,119390.0,158730.0,,,191029,19-0000,"Life, Physical, and Social Science Occupations",0.0004283677704542112,6064453200.0,0.06356320625656901
Detailed,19-1031,Conservation Scientists,"Manage, improve, and protect natural resources to maximize their use without damaging the environment. May conduct soil surveys and develop plans to eliminate soil erosion or to protect rangelands. May instruct farmers, agricultural production managers, or ranchers in best ways to use crop rotation, contour plowing, or terracing to conserve soil and water; in the number and kind of livestock and forage plants best suited to particular ranges; and in range and farm improvements, such as fencing and reservoirs for stock watering. Excludes “Zoologists and Wildlife Biologists” (19-1023) and “Foresters” (19-1032).",,191031,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-1031,Conservation Scientists,detailed,22790.0,1.5,,,,,35.17,73160.0,0.7,20.6,25.48,33.05,42.05,50.7,42850.0,53000.0,68750.0,87460.0,105460.0,,,191031,19-0000,"Life, Physical, and Social Science Occupations",0.0001594658851462181,1667316400.0,0.017475602949357433
Detailed,19-1032,Foresters,"Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber’s worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",,191032,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-1032,Foresters,detailed,9450.0,3.2,,,,,33.98,70680.0,1.1,22.45,26.69,32.37,39.48,47.4,46700.0,55520.0,67330.0,82120.0,98590.0,,,191032,19-0000,"Life, Physical, and Social Science Occupations",6.61234144199983e-05,667926000.0,0.007000716585977631
